"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","United States!!Percent","United States!!Percent Margin of Error","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"SEX AND AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total population","331,097,593","*****","331,097,593","(X)","5,028,092","*****","5,028,092","(X)","734,821","*****","734,821","(X)","7,172,282","*****","7,172,282","(X)","3,018,669","*****","3,018,669","(X)","39,356,104","*****","39,356,104","(X)","5,770,790","*****","5,770,790","(X)","3,611,317","*****","3,611,317","(X)","993,635","*****","993,635","(X)","670,587","*****","670,587","(X)","21,634,529","*****","21,634,529","(X)","10,722,325","*****","10,722,325","(X)","1,450,589","*****","1,450,589","(X)","1,854,109","*****","1,854,109","(X)","12,757,634","*****","12,757,634","(X)","6,784,403","*****","6,784,403","(X)","3,188,836","*****","3,188,836","(X)","2,935,922","*****","2,935,922","(X)","4,502,935","*****","4,502,935","(X)","4,640,546","*****","4,640,546","(X)","1,366,949","*****","1,366,949","(X)","6,161,707","*****","6,161,707","(X)","6,984,205","*****","6,984,205","(X)","10,057,921","*****","10,057,921","(X)","5,695,292","*****","5,695,292","(X)","2,958,846","*****","2,958,846","(X)","6,154,422","*****","6,154,422","(X)","1,091,840","*****","1,091,840","(X)","1,958,939","*****","1,958,939","(X)","3,104,817","*****","3,104,817","(X)","1,379,610","*****","1,379,610","(X)","9,249,063","*****","9,249,063","(X)","2,112,463","*****","2,112,463","(X)","19,994,379","*****","19,994,379","(X)","10,470,214","*****","10,470,214","(X)","776,874","*****","776,874","(X)","11,774,683","*****","11,774,683","(X)","3,970,497","*****","3,970,497","(X)","4,229,374","*****","4,229,374","(X)","12,989,208","*****","12,989,208","(X)","1,094,250","*****","1,094,250","(X)","5,142,750","*****","5,142,750","(X)","890,342","*****","890,342","(X)","6,923,772","*****","6,923,772","(X)","29,243,342","*****","29,243,342","(X)","3,283,809","*****","3,283,809","(X)","643,816","*****","643,816","(X)","8,624,511","*****","8,624,511","(X)","7,688,549","*****","7,688,549","(X)","1,792,967","*****","1,792,967","(X)","5,882,128","*****","5,882,128","(X)","577,929","*****","577,929","(X)","3,272,382","*****","3,272,382","(X)"
"        Male","164,200,298","±8,084","49.6%","±0.1","2,445,995","±1,269","48.6%","±0.1","386,649","±598","52.6%","±0.1","3,588,510","±459","50.0%","±0.1","1,491,622","±1,063","49.4%","±0.1","19,708,947","±1,020","50.1%","±0.1","2,927,588","±941","50.7%","±0.1","1,769,196","±389","49.0%","±0.1","482,909","±198","48.6%","±0.1","320,797","±93","47.8%","±0.1","10,646,786","±1,701","49.2%","±0.1","5,244,476","±2,201","48.9%","±0.1","732,060","±194","50.5%","±0.1","933,728","±680","50.4%","±0.1","6,313,019","±981","49.5%","±0.1","3,366,798","±1,272","49.6%","±0.1","1,598,555","±949","50.1%","±0.1","1,474,948","±988","50.2%","±0.1","2,234,041","±1,415","49.6%","±0.1","2,275,349","±1,141","49.0%","±0.1","674,230","±419","49.3%","±0.1","3,002,896","±652","48.7%","±0.1","3,419,339","±693","49.0%","±0.1","4,993,696","±756","49.6%","±0.1","2,857,964","±959","50.2%","±0.1","1,437,988","±1,592","48.6%","±0.1","3,039,220","±1,121","49.4%","±0.1","553,716","±639","50.7%","±0.1","984,570","±656","50.3%","±0.1","1,568,332","±612","50.5%","±0.1","689,725","±460","50.0%","±0.1","4,556,331","±495","49.3%","±0.1","1,052,858","±800","49.8%","±0.1","9,781,286","±1,020","48.9%","±0.1","5,131,370","±1,483","49.0%","±0.1","399,345","±752","51.4%","±0.1","5,814,736","±971","49.4%","±0.1","1,980,478","±840","49.9%","±0.1","2,113,341","±1,051","50.0%","±0.1","6,410,766","±812","49.4%","±0.1","537,221","±388","49.1%","±0.1","2,510,019","±1,072","48.8%","±0.1","451,671","±836","50.7%","±0.1","3,400,979","±1,445","49.1%","±0.1","14,624,638","±2,227","50.0%","±0.1","1,665,209","±747","50.7%","±0.1","320,339","±417","49.8%","±0.1","4,268,775","±1,813","49.5%","±0.1","3,877,918","±806","50.4%","±0.1","894,772","±820","49.9%","±0.1","2,948,762","±677","50.1%","±0.1","295,835","±617","51.2%","±0.1","1,551,668","±592","47.4%","±0.1"
"        Female","166,897,295","±8,129","50.4%","±0.1","2,582,097","±1,270","51.4%","±0.1","348,172","±598","47.4%","±0.1","3,583,772","±459","50.0%","±0.1","1,527,047","±1,063","50.6%","±0.1","19,647,157","±1,020","49.9%","±0.1","2,843,202","±941","49.3%","±0.1","1,842,121","±389","51.0%","±0.1","510,726","±198","51.4%","±0.1","349,790","±93","52.2%","±0.1","10,987,743","±1,701","50.8%","±0.1","5,477,849","±2,200","51.1%","±0.1","718,529","±194","49.5%","±0.1","920,381","±680","49.6%","±0.1","6,444,615","±981","50.5%","±0.1","3,417,605","±1,273","50.4%","±0.1","1,590,281","±951","49.9%","±0.1","1,460,974","±986","49.8%","±0.1","2,268,894","±1,415","50.4%","±0.1","2,365,197","±1,143","51.0%","±0.1","692,719","±419","50.7%","±0.1","3,158,811","±652","51.3%","±0.1","3,564,866","±693","51.0%","±0.1","5,064,225","±757","50.4%","±0.1","2,837,328","±959","49.8%","±0.1","1,520,858","±1,592","51.4%","±0.1","3,115,202","±1,122","50.6%","±0.1","538,124","±639","49.3%","±0.1","974,369","±655","49.7%","±0.1","1,536,485","±612","49.5%","±0.1","689,885","±460","50.0%","±0.1","4,692,732","±495","50.7%","±0.1","1,059,605","±800","50.2%","±0.1","10,213,093","±1,020","51.1%","±0.1","5,338,844","±1,484","51.0%","±0.1","377,529","±752","48.6%","±0.1","5,959,947","±971","50.6%","±0.1","1,990,019","±840","50.1%","±0.1","2,116,033","±1,051","50.0%","±0.1","6,578,442","±812","50.6%","±0.1","557,029","±388","50.9%","±0.1","2,632,731","±1,071","51.2%","±0.1","438,671","±837","49.3%","±0.1","3,522,793","±1,444","50.9%","±0.1","14,618,704","±2,227","50.0%","±0.1","1,618,600","±747","49.3%","±0.1","323,477","±417","50.2%","±0.1","4,355,736","±1,813","50.5%","±0.1","3,810,631","±806","49.6%","±0.1","898,195","±819","50.1%","±0.1","2,933,366","±685","49.9%","±0.1","282,094","±617","48.8%","±0.1","1,720,714","±592","52.6%","±0.1"
"        Sex ratio (males per 100 females)","98.4","±0.1","(X)","(X)","94.7","±0.1","(X)","(X)","111.1","±0.4","(X)","(X)","100.1","±0.1","(X)","(X)","97.7","±0.1","(X)","(X)","100.3","±0.1","(X)","(X)","103.0","±0.1","(X)","(X)","96.0","±0.1","(X)","(X)","94.6","±0.1","(X)","(X)","91.7","±0.1","(X)","(X)","96.9","±0.1","(X)","(X)","95.7","±0.1","(X)","(X)","101.9","±0.1","(X)","(X)","101.5","±0.1","(X)","(X)","98.0","±0.1","(X)","(X)","98.5","±0.1","(X)","(X)","100.5","±0.1","(X)","(X)","101.0","±0.1","(X)","(X)","98.5","±0.1","(X)","(X)","96.2","±0.1","(X)","(X)","97.3","±0.1","(X)","(X)","95.1","±0.1","(X)","(X)","95.9","±0.1","(X)","(X)","98.6","±0.1","(X)","(X)","100.7","±0.1","(X)","(X)","94.6","±0.2","(X)","(X)","97.6","±0.1","(X)","(X)","102.9","±0.2","(X)","(X)","101.0","±0.1","(X)","(X)","102.1","±0.1","(X)","(X)","100.0","±0.1","(X)","(X)","97.1","±0.1","(X)","(X)","99.4","±0.2","(X)","(X)","95.8","±0.1","(X)","(X)","96.1","±0.1","(X)","(X)","105.8","±0.4","(X)","(X)","97.6","±0.1","(X)","(X)","99.5","±0.1","(X)","(X)","99.9","±0.1","(X)","(X)","97.5","±0.1","(X)","(X)","96.4","±0.1","(X)","(X)","95.3","±0.1","(X)","(X)","103.0","±0.4","(X)","(X)","96.5","±0.1","(X)","(X)","100.0","±0.1","(X)","(X)","102.9","±0.1","(X)","(X)","99.0","±0.3","(X)","(X)","98.0","±0.1","(X)","(X)","101.8","±0.1","(X)","(X)","99.6","±0.2","(X)","(X)","100.5","±0.1","(X)","(X)","104.9","±0.4","(X)","(X)","90.2","±0.1","(X)","(X)"
"        Under 5 years","19,004,925","±3,883","5.7%","±0.1","291,856","±583","5.8%","±0.1","48,991","±230","6.7%","±0.1","402,636","±182","5.6%","±0.1","181,324","±527","6.0%","±0.1","2,258,308","±639","5.7%","±0.1","317,189","±567","5.5%","±0.1","182,768","±127","5.1%","±0.1","53,990","±130","5.4%","±0.1","41,522","±70","6.2%","±0.1","1,104,565","±676","5.1%","±0.1","635,299","±1,237","5.9%","±0.1","84,552","±118","5.8%","±0.1","112,576","±327","6.1%","±0.1","721,165","±455","5.7%","±0.1","409,573","±595","6.0%","±0.1","189,797","±495","6.0%","±0.1","180,483","±505","6.1%","±0.1","266,553","±678","5.9%","±0.1","289,842","±607","6.2%","±0.1","63,182","±305","4.6%","±0.1","358,539","±337","5.8%","±0.1","351,208","±351","5.0%","±0.1","552,803","±412","5.5%","±0.1","340,546","±464","6.0%","±0.1","178,246","±668","6.0%","±0.1","360,175","±629","5.9%","±0.1","59,003","±359","5.4%","±0.1","127,312","±319","6.5%","±0.1","178,103","±314","5.7%","±0.1","62,919","±195","4.6%","±0.1","523,995","±266","5.7%","±0.1","115,927","±541","5.5%","±0.1","1,121,872","±586","5.6%","±0.1","589,767","±773","5.6%","±0.1","51,717","±456","6.7%","±0.1","676,403","±643","5.7%","±0.1","247,466","±441","6.2%","±0.1","215,756","±526","5.1%","±0.1","688,571","±409","5.3%","±0.1","54,172","±196","5.0%","±0.1","283,281","±517","5.5%","±0.1","58,085","±409","6.5%","±0.1","402,591","±797","5.8%","±0.1","1,923,422","±1,242","6.6%","±0.1","239,517","±262","7.3%","±0.1","28,275","±166","4.4%","±0.1","494,148","±722","5.7%","±0.1","440,172","±352","5.7%","±0.1","90,380","±517","5.0%","±0.1","321,594","±444","5.5%","±0.1","32,789","±479","5.7%","±0.1","112,877","±224","3.4%","±0.1"
"        5 to 9 years","19,938,148","±32,930","6.0%","±0.1","299,204","±3,388","6.0%","±0.1","52,030","±1,344","7.1%","±0.2","434,414","±4,469","6.1%","±0.1","193,813","±2,641","6.4%","±0.1","2,368,158","±9,857","6.0%","±0.1","338,778","±3,446","5.9%","±0.1","196,600","±3,042","5.4%","±0.1","55,978","±1,933","5.6%","±0.2","34,637","±1,136","5.2%","±0.2","1,139,576","±7,481","5.3%","±0.1","679,857","±5,850","6.3%","±0.1","84,983","±1,714","5.9%","±0.1","125,400","±2,012","6.8%","±0.1","764,351","±5,756","6.0%","±0.1","432,767","±3,602","6.4%","±0.1","202,667","±2,296","6.4%","±0.1","195,458","±2,194","6.7%","±0.1","278,235","±3,166","6.2%","±0.1","294,288","±4,099","6.3%","±0.1","68,980","±1,274","5.0%","±0.1","373,064","±3,972","6.1%","±0.1","364,582","±3,867","5.2%","±0.1","586,038","±4,074","5.8%","±0.1","364,995","±3,383","6.4%","±0.1","183,060","±2,782","6.2%","±0.1","375,657","±3,646","6.1%","±0.1","63,290","±1,505","5.8%","±0.1","133,012","±1,856","6.8%","±0.1","188,397","±2,621","6.1%","±0.1","68,560","±1,556","5.0%","±0.1","547,999","±4,377","5.9%","±0.1","129,584","±2,273","6.1%","±0.1","1,104,991","±6,660","5.5%","±0.1","618,552","±4,947","5.9%","±0.1","51,641","±1,422","6.6%","±0.2","703,014","±5,746","6.0%","±0.1","263,254","±2,807","6.6%","±0.1","235,314","±2,929","5.6%","±0.1","725,936","±5,429","5.6%","±0.1","56,069","±1,442","5.1%","±0.1","304,256","±3,982","5.9%","±0.1","61,037","±1,367","6.9%","±0.2","415,093","±4,983","6.0%","±0.1","2,027,737","±9,535","6.9%","±0.1","261,663","±2,930","8.0%","±0.1","32,011","±732","5.0%","±0.1","511,965","±5,036","5.9%","±0.1","465,882","±4,268","6.1%","±0.1","98,563","±2,246","5.5%","±0.1","345,769","±3,152","5.9%","±0.1","36,989","±1,076","6.4%","±0.2","151,228","±2,801","4.6%","±0.1"
"        10 to 14 years","21,433,148","±33,130","6.5%","±0.1","326,010","±3,451","6.5%","±0.1","49,376","±1,368","6.7%","±0.2","473,814","±4,422","6.6%","±0.1","200,540","±2,662","6.6%","±0.1","2,613,036","±9,742","6.6%","±0.1","365,207","±3,418","6.3%","±0.1","222,267","±3,027","6.2%","±0.1","60,495","±1,896","6.1%","±0.2","32,300","±1,129","4.8%","±0.2","1,248,821","±7,684","5.8%","±0.1","747,910","±5,766","7.0%","±0.1","87,743","±1,663","6.0%","±0.1","135,597","±1,983","7.3%","±0.1","826,974","±5,689","6.5%","±0.1","457,641","±3,471","6.7%","±0.1","210,434","±2,399","6.6%","±0.1","203,765","±2,171","6.9%","±0.1","291,432","±3,248","6.5%","±0.1","315,296","±3,988","6.8%","±0.1","72,391","±1,264","5.3%","±0.1","393,204","±4,089","6.4%","±0.1","399,997","±3,917","5.7%","±0.1","621,710","±4,086","6.2%","±0.1","375,886","±3,295","6.6%","±0.1","207,909","±2,831","7.0%","±0.1","398,284","±3,687","6.5%","±0.1","68,801","±1,414","6.3%","±0.1","138,261","±1,748","7.1%","±0.1","204,395","±2,691","6.6%","±0.1","75,858","±1,520","5.5%","±0.1","584,390","±4,418","6.3%","±0.1","143,228","±2,275","6.8%","±0.1","1,190,369","±6,799","6.0%","±0.1","670,720","±5,063","6.4%","±0.1","51,427","±1,435","6.6%","±0.2","754,732","±5,718","6.4%","±0.1","277,341","±2,780","7.0%","±0.1","254,321","±2,931","6.0%","±0.1","775,399","±5,373","6.0%","±0.1","59,958","±1,439","5.5%","±0.1","323,263","±3,923","6.3%","±0.1","61,942","±1,320","7.0%","±0.1","443,075","±5,088","6.4%","±0.1","2,169,603","±9,386","7.4%","±0.1","271,664","±2,924","8.3%","±0.1","34,640","±772","5.4%","±0.1","545,595","±5,101","6.3%","±0.1","477,398","±4,241","6.2%","±0.1","106,128","±2,299","5.9%","±0.1","373,224","±3,055","6.3%","±0.1","39,377","±1,057","6.8%","±0.2","184,643","±2,776","5.6%","±0.1"
"        15 to 19 years","21,880,801","±8,277","6.6%","±0.1","341,537","±1,755","6.8%","±0.1","47,306","±446","6.4%","±0.1","480,835","±838","6.7%","±0.1","205,927","±1,136","6.8%","±0.1","2,599,130","±1,353","6.6%","±0.1","376,404","±1,224","6.5%","±0.1","247,501","±547","6.9%","±0.1","62,986","±111","6.3%","±0.1","32,279","±235","4.8%","±0.1","1,258,973","±1,663","5.8%","±0.1","757,557","±2,031","7.1%","±0.1","78,904","±354","5.4%","±0.1","142,387","±856","7.7%","±0.1","849,119","±1,127","6.7%","±0.1","473,778","±1,490","7.0%","±0.1","223,107","±1,084","7.0%","±0.1","210,347","±1,097","7.2%","±0.1","293,810","±1,513","6.5%","±0.1","305,919","±1,480","6.6%","±0.1","79,387","±497","5.8%","±0.1","394,945","±812","6.4%","±0.1","460,722","±855","6.6%","±0.1","661,290","±1,050","6.6%","±0.1","374,118","±918","6.6%","±0.1","213,192","±1,770","7.2%","±0.1","406,068","±1,417","6.6%","±0.1","68,173","±736","6.2%","±0.1","138,523","±852","7.1%","±0.1","189,637","±471","6.1%","±0.1","86,238","±507","6.3%","±0.1","589,878","±694","6.4%","±0.1","143,986","±1,103","6.8%","±0.1","1,238,150","±1,578","6.2%","±0.1","705,034","±2,020","6.7%","±0.1","52,627","±632","6.8%","±0.1","774,706","±1,366","6.6%","±0.1","276,180","±911","7.0%","±0.1","253,929","±1,025","6.0%","±0.1","843,153","±1,026","6.5%","±0.1","74,468","±450","6.8%","±0.1","341,792","±1,372","6.6%","±0.1","59,867","±677","6.7%","±0.1","443,311","±1,263","6.4%","±0.1","2,132,581","±3,035","7.3%","±0.1","269,522","±713","8.2%","±0.1","43,056","±439","6.7%","±0.1","573,642","±2,090","6.7%","±0.1","464,142","±946","6.0%","±0.1","112,676","±1,045","6.3%","±0.1","389,421","±778","6.6%","±0.1","38,581","±655","6.7%","±0.1","201,868","±746","6.2%","±0.1"
"        20 to 24 years","22,239,579","±10,015","6.7%","±0.1","340,965","±1,747","6.8%","±0.1","51,247","±535","7.0%","±0.1","501,624","±924","7.0%","±0.1","205,218","±1,200","6.8%","±0.1","2,674,774","±1,485","6.8%","±0.1","390,452","±1,302","6.8%","±0.1","241,391","±477","6.7%","±0.1","59,822","±171","6.0%","±0.1","45,253","±254","6.7%","±0.1","1,302,747","±1,704","6.0%","±0.1","743,082","±2,164","6.9%","±0.1","91,878","±352","6.3%","±0.1","125,853","±995","6.8%","±0.1","849,609","±1,343","6.7%","±0.1","478,553","±1,640","7.1%","±0.1","231,629","±1,056","7.3%","±0.1","219,349","±1,203","7.5%","±0.1","305,796","±1,413","6.8%","±0.1","314,055","±1,632","6.8%","±0.1","77,048","±470","5.6%","±0.1","381,860","±863","6.2%","±0.1","487,595","±871","7.0%","±0.1","697,641","±913","6.9%","±0.1","365,355","±1,019","6.4%","±0.1","208,117","±1,828","7.0%","±0.1","415,129","±1,596","6.7%","±0.1","74,373","±696","6.8%","±0.1","138,546","±822","7.1%","±0.1","189,798","±537","6.1%","±0.1","88,682","±526","6.4%","±0.1","575,798","±716","6.2%","±0.1","145,830","±1,043","6.9%","±0.1","1,317,189","±1,462","6.6%","±0.1","714,029","±2,079","6.8%","±0.1","63,206","±744","8.1%","±0.1","768,124","±1,456","6.5%","±0.1","284,981","±906","7.2%","±0.1","270,958","±1,010","6.4%","±0.1","828,066","±1,093","6.4%","±0.1","78,299","±559","7.2%","±0.1","336,837","±1,383","6.5%","±0.1","60,424","±752","6.8%","±0.1","460,990","±1,445","6.7%","±0.1","2,079,051","±3,279","7.1%","±0.1","281,524","±765","8.6%","±0.1","46,801","±441","7.3%","±0.1","580,019","±2,112","6.7%","±0.1","493,641","±948","6.4%","±0.1","113,691","±899","6.3%","±0.1","404,289","±837","6.9%","±0.1","38,391","±631","6.6%","±0.1","221,373","±810","6.8%","±0.1"
