"Label (Grouping)","United States!!Estimate","United States!!Margin of Error","United States!!Percent","United States!!Percent Margin of Error","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"SEX AND AGE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total population","314,107,084","*****","314,107,084","(X)","4,817,678","*****","4,817,678","(X)","728,300","*****","728,300","(X)","6,561,516","*****","6,561,516","(X)","2,947,036","*****","2,947,036","(X)","38,066,920","*****","38,066,920","(X)","5,197,580","*****","5,197,580","(X)","3,592,053","*****","3,592,053","(X)","917,060","*****","917,060","(X)","633,736","*****","633,736","(X)","19,361,792","*****","19,361,792","(X)","9,907,756","*****","9,907,756","(X)","1,392,704","*****","1,392,704","(X)","1,599,464","*****","1,599,464","(X)","12,868,747","*****","12,868,747","(X)","6,542,411","*****","6,542,411","(X)","3,078,116","*****","3,078,116","(X)","2,882,946","*****","2,882,946","(X)","4,383,272","*****","4,383,272","(X)","4,601,049","*****","4,601,049","(X)","1,328,535","*****","1,328,535","(X)","5,887,776","*****","5,887,776","(X)","6,657,291","*****","6,657,291","(X)","9,889,024","*****","9,889,024","(X)","5,383,661","*****","5,383,661","(X)","2,984,345","*****","2,984,345","(X)","6,028,076","*****","6,028,076","(X)","1,006,370","*****","1,006,370","(X)","1,855,617","*****","1,855,617","(X)","2,761,584","*****","2,761,584","(X)","1,321,069","*****","1,321,069","(X)","8,874,374","*****","8,874,374","(X)","2,080,085","*****","2,080,085","(X)","19,594,330","*****","19,594,330","(X)","9,750,405","*****","9,750,405","(X)","704,925","*****","704,925","(X)","11,560,380","*****","11,560,380","(X)","3,818,851","*****","3,818,851","(X)","3,900,343","*****","3,900,343","(X)","12,758,729","*****","12,758,729","(X)","1,053,252","*****","1,053,252","(X)","4,727,273","*****","4,727,273","(X)","834,708","*****","834,708","(X)","6,451,365","*****","6,451,365","(X)","26,092,033","*****","26,092,033","(X)","2,858,111","*****","2,858,111","(X)","626,358","*****","626,358","(X)","8,185,131","*****","8,185,131","(X)","6,899,123","*****","6,899,123","(X)","1,853,881","*****","1,853,881","(X)","5,724,692","*****","5,724,692","(X)","575,251","*****","575,251","(X)","3,638,965","*****","3,638,965","(X)"
"        Male","154,515,159","±5,811","49.2%","±0.1","2,336,020","±862","48.5%","±0.1","380,119","±398","52.2%","±0.1","3,258,791","±607","49.7%","±0.1","1,447,235","±981","49.1%","±0.1","18,911,519","±903","49.7%","±0.1","2,608,270","±929","50.2%","±0.1","1,750,621","±315","48.7%","±0.1","443,923","±127","48.4%","±0.1","300,030","±122","47.3%","±0.1","9,464,651","±1,325","48.9%","±0.1","4,837,995","±1,804","48.8%","±0.1","701,406","±165","50.4%","±0.1","801,678","±624","50.1%","±0.1","6,313,324","±939","49.1%","±0.1","3,220,649","±1,052","49.2%","±0.1","1,526,116","±889","49.6%","±0.1","1,433,243","±881","49.7%","±0.1","2,156,251","±1,010","49.2%","±0.1","2,250,251","±854","48.9%","±0.1","649,601","±428","48.9%","±0.1","2,851,238","±544","48.4%","±0.1","3,224,430","±422","48.4%","±0.1","4,854,677","±809","49.1%","±0.1","2,674,354","±786","49.7%","±0.1","1,448,840","±1,016","48.5%","±0.1","2,953,719","±1,110","49.0%","±0.1","505,536","±607","50.2%","±0.1","921,597","±615","49.7%","±0.1","1,390,921","±378","50.4%","±0.1","651,809","±539","49.3%","±0.1","4,326,518","±471","48.8%","±0.1","1,029,757","±705","49.5%","±0.1","9,495,978","±936","48.5%","±0.1","4,750,366","±1,352","48.7%","±0.1","358,862","±488","50.9%","±0.1","5,651,577","±1,066","48.9%","±0.1","1,891,526","±704","49.5%","±0.1","1,929,053","±787","49.5%","±0.1","6,230,805","±868","48.8%","±0.1","509,826","±262","48.4%","±0.1","2,298,320","±814","48.6%","±0.1","419,494","±535","50.3%","±0.1","3,143,195","±1,188","48.7%","±0.1","12,949,685","±1,654","49.6%","±0.1","1,436,648","±496","50.3%","±0.1","308,506","±254","49.3%","±0.1","4,022,624","±1,460","49.1%","±0.1","3,443,508","±626","49.9%","±0.1","914,580","±710","49.3%","±0.1","2,842,050","±785","49.6%","±0.1","293,467","±530","51.0%","±0.1","1,742,904","±214","47.9%","±0.1"
"        Female","159,591,925","±5,815","50.8%","±0.1","2,481,658","±862","51.5%","±0.1","348,181","±398","47.8%","±0.1","3,302,725","±607","50.3%","±0.1","1,499,801","±981","50.9%","±0.1","19,155,401","±903","50.3%","±0.1","2,589,310","±930","49.8%","±0.1","1,841,432","±315","51.3%","±0.1","473,137","±127","51.6%","±0.1","333,706","±122","52.7%","±0.1","9,897,141","±1,325","51.1%","±0.1","5,069,761","±1,803","51.2%","±0.1","691,298","±165","49.6%","±0.1","797,786","±624","49.9%","±0.1","6,555,423","±937","50.9%","±0.1","3,321,762","±1,052","50.8%","±0.1","1,552,000","±889","50.4%","±0.1","1,449,703","±882","50.3%","±0.1","2,227,021","±1,010","50.8%","±0.1","2,350,798","±854","51.1%","±0.1","678,934","±428","51.1%","±0.1","3,036,538","±544","51.6%","±0.1","3,432,861","±422","51.6%","±0.1","5,034,347","±811","50.9%","±0.1","2,709,307","±785","50.3%","±0.1","1,535,505","±1,016","51.5%","±0.1","3,074,357","±1,110","51.0%","±0.1","500,834","±607","49.8%","±0.1","934,020","±615","50.3%","±0.1","1,370,663","±378","49.6%","±0.1","669,260","±539","50.7%","±0.1","4,547,856","±471","51.2%","±0.1","1,050,328","±705","50.5%","±0.1","10,098,352","±937","51.5%","±0.1","5,000,039","±1,352","51.3%","±0.1","346,063","±488","49.1%","±0.1","5,908,803","±1,066","51.1%","±0.1","1,927,325","±705","50.5%","±0.1","1,971,290","±787","50.5%","±0.1","6,527,924","±868","51.2%","±0.1","543,426","±262","51.6%","±0.1","2,428,953","±814","51.4%","±0.1","415,214","±535","49.7%","±0.1","3,308,170","±1,188","51.3%","±0.1","13,142,348","±1,654","50.4%","±0.1","1,421,463","±496","49.7%","±0.1","317,852","±254","50.7%","±0.1","4,162,507","±1,460","50.9%","±0.1","3,455,615","±626","50.1%","±0.1","939,301","±710","50.7%","±0.1","2,882,642","±785","50.4%","±0.1","281,784","±530","49.0%","±0.1","1,896,061","±214","52.1%","±0.1"
"    Under 5 years","19,973,711","±3,721","6.4%","±0.1","299,571","±582","6.2%","±0.1","54,498","±149","7.5%","±0.1","440,616","±351","6.7%","±0.1","193,697","±461","6.6%","±0.1","2,521,299","±531","6.6%","±0.1","337,435","±479","6.5%","±0.1","194,338","±217","5.4%","±0.1","55,949","±84","6.1%","±0.1","38,546","±57","6.1%","±0.1","1,076,836","±630","5.6%","±0.1","670,885","±808","6.8%","±0.1","90,103","±122","6.5%","±0.1","116,313","±406","7.3%","±0.1","810,671","±456","6.3%","±0.1","424,056","±551","6.5%","±0.1","196,675","±527","6.4%","±0.1","202,749","±387","7.0%","±0.1","277,776","±631","6.3%","±0.1","311,324","±504","6.8%","±0.1","66,079","±290","5.0%","±0.1","367,111","±373","6.2%","±0.1","365,403","±221","5.5%","±0.1","578,977","±489","5.9%","±0.1","349,909","±329","6.5%","±0.1","201,453","±599","6.8%","±0.1","379,273","±612","6.3%","±0.1","61,102","±326","6.1%","±0.1","130,448","±305","7.0%","±0.1","180,577","±268","6.5%","±0.1","66,576","±201","5.0%","±0.1","535,871","±261","6.0%","±0.1","140,022","±390","6.7%","±0.1","1,170,258","±566","6.0%","±0.1","618,246","±819","6.3%","±0.1","46,870","±240","6.6%","±0.1","700,088","±534","6.1%","±0.1","264,867","±343","6.9%","±0.1","231,807","±425","5.9%","±0.1","719,941","±350","5.6%","±0.1","55,512","±204","5.3%","±0.1","295,468","±457","6.3%","±0.1","59,303","±312","7.1%","±0.1","402,121","±680","6.2%","±0.1","1,940,753","±756","7.4%","±0.1","257,214","±276","9.0%","±0.1","30,738","±197","4.9%","±0.1","511,320","±742","6.2%","±0.1","443,807","±373","6.4%","±0.1","103,044","±467","5.6%","±0.1","347,284","±354","6.1%","±0.1","38,932","±311","6.8%","±0.1","205,035","±157","5.6%","±0.1"
"    5 to 9 years","20,460,355","±24,112","6.5%","±0.1","304,412","±3,099","6.3%","±0.1","51,185","±904","7.0%","±0.1","453,952","±3,144","6.9%","±0.1","200,107","±2,149","6.8%","±0.1","2,531,195","±8,349","6.6%","±0.1","352,695","±3,021","6.8%","±0.1","217,491","±2,378","6.1%","±0.1","57,547","±1,299","6.3%","±0.1","29,421","±743","4.6%","±0.1","1,100,919","±6,354","5.7%","±0.1","700,472","±4,112","7.1%","±0.1","83,494","±1,337","6.0%","±0.1","120,403","±1,877","7.5%","±0.1","846,832","±4,227","6.6%","±0.1","445,854","±3,556","6.8%","±0.1","203,636","±2,072","6.6%","±0.1","204,229","±1,819","7.1%","±0.1","282,464","±2,131","6.4%","±0.1","310,980","±3,009","6.8%","±0.1","73,903","±1,296","5.6%","±0.1","370,782","±3,263","6.3%","±0.1","381,739","±2,678","5.7%","±0.1","622,670","±3,872","6.3%","±0.1","358,637","±2,652","6.7%","±0.1","205,557","±2,201","6.9%","±0.1","391,887","±3,257","6.5%","±0.1","64,285","±1,162","6.4%","±0.1","131,016","±1,701","7.1%","±0.1","187,517","±2,392","6.8%","±0.1","75,728","±1,207","5.7%","±0.1","556,159","±3,445","6.3%","±0.1","142,385","±2,026","6.8%","±0.1","1,156,152","±4,913","5.9%","±0.1","639,723","±4,223","6.6%","±0.1","44,954","±876","6.4%","±0.1","741,211","±4,595","6.4%","±0.1","264,936","±2,189","6.9%","±0.1","239,781","±2,525","6.1%","±0.1","751,562","±3,599","5.9%","±0.1","58,459","±1,166","5.6%","±0.1","302,448","±2,879","6.4%","±0.1","57,691","±1,091","6.9%","±0.1","413,268","±3,132","6.4%","±0.1","1,976,991","±8,521","7.6%","±0.1","254,193","±2,665","8.9%","±0.1","33,940","±737","5.4%","±0.1","518,815","±3,480","6.3%","±0.1","436,666","±3,704","6.3%","±0.1","105,796","±1,601","5.7%","±0.1","365,842","±2,782","6.4%","±0.1","38,374","±926","6.7%","±0.2","221,229","±2,999","6.1%","±0.1"
"    10 to 14 years","20,698,883","±24,484","6.6%","±0.1","321,104","±3,042","6.7%","±0.1","51,427","±878","7.1%","±0.1","455,871","±3,111","6.9%","±0.1","197,225","±2,033","6.7%","±0.1","2,552,173","±8,409","6.7%","±0.1","344,661","±3,009","6.6%","±0.1","234,666","±2,360","6.5%","±0.1","56,338","±1,289","6.1%","±0.1","24,069","±738","3.8%","±0.1","1,135,272","±6,359","5.9%","±0.1","703,784","±4,159","7.1%","±0.1","83,738","±1,344","6.0%","±0.1","122,181","±1,938","7.6%","±0.1","863,760","±4,192","6.7%","±0.1","449,429","±3,690","6.9%","±0.1","202,629","±2,046","6.6%","±0.1","199,552","±1,905","6.9%","±0.1","287,413","±2,241","6.6%","±0.1","308,692","±3,064","6.7%","±0.1","76,279","±1,241","5.7%","±0.1","377,415","±3,291","6.4%","±0.1","401,105","±2,621","6.0%","±0.1","657,095","±3,772","6.6%","±0.1","355,902","±2,615","6.6%","±0.1","211,438","±2,276","7.1%","±0.1","394,879","±3,132","6.6%","±0.1","60,387","±1,202","6.0%","±0.1","126,689","±1,642","6.8%","±0.1","181,793","±2,449","6.6%","±0.1","80,599","±1,199","6.1%","±0.1","582,386","±3,433","6.6%","±0.1","143,728","±1,913","6.9%","±0.1","1,188,491","±4,957","6.1%","±0.1","647,991","±4,270","6.6%","±0.1","40,840","±900","5.8%","±0.1","761,422","±4,418","6.6%","±0.1","259,640","±2,215","6.8%","±0.1","240,964","±2,549","6.2%","±0.1","774,622","±3,641","6.1%","±0.1","63,455","±1,152","6.0%","±0.1","301,785","±2,932","6.4%","±0.1","55,424","±1,132","6.6%","±0.1","423,990","±3,165","6.6%","±0.1","1,936,129","±8,463","7.4%","±0.1","243,107","±2,625","8.5%","±0.1","36,644","±705","5.9%","±0.1","517,643","±3,664","6.3%","±0.1","441,813","±3,750","6.4%","±0.1","108,408","±1,552","5.8%","±0.1","375,173","±2,725","6.6%","±0.1","37,663","±956","6.5%","±0.2","250,811","±3,014","6.9%","±0.1"
"    15 to 19 years","21,510,534","±6,870","6.8%","±0.1","327,579","±1,266","6.8%","±0.1","50,905","±376","7.0%","±0.1","454,843","±1,049","6.9%","±0.1","200,220","±952","6.8%","±0.1","2,709,174","±1,118","7.1%","±0.1","341,735","±971","6.6%","±0.1","255,499","±401","7.1%","±0.1","61,458","±174","6.7%","±0.1","38,929","±305","6.1%","±0.1","1,192,305","±1,476","6.2%","±0.1","708,712","±2,221","7.2%","±0.1","82,334","±251","5.9%","±0.1","113,931","±723","7.1%","±0.1","892,754","±1,183","6.9%","±0.1","463,664","±1,164","7.1%","±0.1","214,364","±797","7.0%","±0.1","202,736","±1,004","7.0%","±0.1","288,814","±1,174","6.6%","±0.1","310,477","±1,224","6.7%","±0.1","84,596","±481","6.4%","±0.1","396,418","±740","6.7%","±0.1","464,830","±848","7.0%","±0.1","704,179","±830","7.1%","±0.1","362,869","±768","6.7%","±0.1","214,272","±1,265","7.2%","±0.1","408,501","±1,022","6.8%","±0.1","65,465","±664","6.5%","±0.1","128,468","±745","6.9%","±0.1","177,664","±554","6.4%","±0.1","92,670","±534","7.0%","±0.1","588,535","±506","6.6%","±0.1","143,923","±779","6.9%","±0.1","1,313,973","±1,386","6.7%","±0.1","654,448","±1,413","6.7%","±0.1","48,403","±537","6.9%","±0.1","793,937","±905","6.9%","±0.1","259,043","±953","6.8%","±0.1","247,827","±752","6.4%","±0.1","872,281","±1,195","6.8%","±0.1","76,889","±389","7.3%","±0.1","317,103","±1,036","6.7%","±0.1","57,997","±637","6.9%","±0.1","424,724","±1,167","6.6%","±0.1","1,891,849","±1,887","7.3%","±0.1","221,784","±592","7.8%","±0.1","45,186","±290","7.2%","±0.1","550,376","±2,361","6.7%","±0.1","447,691","±1,011","6.5%","±0.1","114,769","±667","6.2%","±0.1","391,968","±859","6.8%","±0.1","37,463","±581","6.5%","±0.1","267,517","±262","7.4%","±0.1"
"    20 to 24 years","22,407,472","±9,287","7.1%","±0.1","347,110","±1,468","7.2%","±0.1","59,966","±486","8.2%","±0.1","471,458","±1,041","7.2%","±0.1","205,824","±999","7.0%","±0.1","2,887,213","±1,227","7.6%","±0.1","367,651","±1,031","7.1%","±0.1","234,482","±460","6.5%","±0.1","64,882","±227","7.1%","±0.1","60,050","±306","9.5%","±0.1","1,294,864","±1,603","6.7%","±0.1","713,487","±2,113","7.2%","±0.1","102,172","±268","7.3%","±0.1","111,149","±774","6.9%","±0.1","894,175","±1,145","6.9%","±0.1","471,589","±1,061","7.2%","±0.1","221,870","±984","7.2%","±0.1","211,786","±854","7.3%","±0.1","307,096","±1,136","7.0%","±0.1","348,748","±1,170","7.6%","±0.1","79,719","±442","6.0%","±0.1","402,857","±738","6.8%","±0.1","482,868","±879","7.3%","±0.1","706,269","±853","7.1%","±0.1","357,116","±821","6.6%","±0.1","222,034","±1,540","7.4%","±0.1","424,606","±1,172","7.0%","±0.1","71,171","±582","7.1%","±0.1","133,767","±528","7.2%","±0.1","186,113","±514","6.7%","±0.1","86,463","±591","6.5%","±0.1","558,802","±492","6.3%","±0.1","150,014","±846","7.2%","±0.1","1,435,722","±1,460","7.3%","±0.1","694,950","±1,574","7.1%","±0.1","65,331","±548","9.3%","±0.1","782,611","±1,062","6.8%","±0.1","281,342","±933","7.4%","±0.1","262,588","±864","6.7%","±0.1","875,583","±1,163","6.9%","±0.1","82,776","±362","7.9%","±0.1","347,374","±1,093","7.3%","±0.1","59,689","±649","7.2%","±0.1","451,019","±1,337","7.0%","±0.1","1,919,581","±2,335","7.4%","±0.1","239,085","±626","8.4%","±0.1","44,855","±302","7.2%","±0.1","585,852","±2,455","7.2%","±0.1","483,342","±1,002","7.0%","±0.1","123,250","±785","6.6%","±0.1","393,430","±835","6.9%","±0.1","41,721","±506","7.3%","±0.1","262,898","±279","7.2%","±0.1"
"    25 to 34 years","42,310,182","±7,840","13.5%","±0.1","618,482","±1,498","12.8%","±0.1","111,054","±475","15.2%","±0.1","874,746","±694","13.3%","±0.1","381,975","±1,189","13.0%","±0.1","5,513,196","±1,065","14.5%","±0.1","764,384","±1,031","14.7%","±0.1","433,145","±538","12.1%","±0.1","117,308","±200","12.8%","±0.1","140,234","±162","22.1%","±0.1","2,408,242","±1,793","12.4%","±0.1","1,355,166","±2,242","13.7%","±0.1","199,498","±243","14.3%","±0.1","211,998","±926","13.3%","±0.1","1,781,319","±1,178","13.8%","±0.1","835,979","±1,253","12.8%","±0.1","389,330","±834","12.6%","±0.1","384,162","±836","13.3%","±0.1","566,093","±1,148","12.9%","±0.1","648,991","±1,064","14.1%","±0.1","148,687","±490","11.2%","±0.1","800,861","±904","13.6%","±0.1","892,534","±650","13.4%","±0.1","1,178,517","±1,054","11.9%","±0.1","735,122","±965","13.7%","±0.1","387,219","±1,392","13.0%","±0.1","792,560","±1,309","13.1%","±0.1","125,660","±651","12.5%","±0.1","249,837","±575","13.5%","±0.1","393,980","±504","14.3%","±0.1","149,321","±513","11.3%","±0.1","1,132,991","±486","12.8%","±0.1","274,514","±878","13.2%","±0.1","2,761,727","±1,123","14.1%","±0.1","1,266,243","±1,363","13.0%","±0.1","98,724","±560","14.0%","±0.1","1,440,377","±1,281","12.5%","±0.1","520,394","±1,062","13.6%","±0.1","532,369","±925","13.6%","±0.1","1,579,903","±1,051","12.4%","±0.1","132,177","±418","12.5%","±0.1","606,755","±1,073","12.8%","±0.1","109,504","±622","13.1%","±0.1","839,987","±1,431","13.0%","±0.1","3,766,749","±2,276","14.4%","±0.1","442,765","±630","15.5%","±0.1","70,790","±363","11.3%","±0.1","1,137,877","±1,960","13.9%","±0.1","978,547","±833","14.2%","±0.1","219,567","±802","11.8%","±0.1","727,998","±807","12.7%","±0.1","80,624","±708","14.0%","±0.1","468,088","±176","12.9%","±0.1"
