state,date,year,month,unemployment_rate,disaster_count_month,disaster_exposure_12m
Indiana,2006-04-01,2006,4,4.8,0,
Indiana,2006-05-01,2006,5,4.9,0,
Indiana,2006-06-01,2006,6,5.2,0,
Indiana,2006-07-01,2006,7,5.4,0,
Indiana,2006-08-01,2006,8,5.0,0,
Indiana,2006-09-01,2006,9,4.5,0,
Indiana,2006-10-01,2006,10,4.4,3,
Indiana,2006-11-01,2006,11,4.7,0,
Indiana,2006-12-01,2006,12,4.5,0,3.0
Indiana,2007-01-01,2007,1,5.4,0,3.0
Indiana,2007-02-01,2007,2,5.3,0,3.0
Indiana,2007-03-01,2007,3,4.9,49,52.0
Indiana,2007-04-01,2007,4,4.4,0,52.0
Indiana,2007-05-01,2007,5,4.3,0,52.0
Indiana,2007-06-01,2007,6,4.6,0,52.0
Indiana,2007-07-01,2007,7,4.7,0,52.0
Indiana,2007-08-01,2007,8,4.5,0,52.0
Indiana,2007-09-01,2007,9,4.2,0,52.0
Indiana,2007-10-01,2007,10,4.3,0,49.0
Indiana,2007-11-01,2007,11,4.5,1,50.0
Indiana,2007-12-01,2007,12,4.6,0,50.0
Indiana,2008-01-01,2008,1,5.3,21,71.0
Indiana,2008-02-01,2008,2,5.4,0,71.0
Indiana,2008-03-01,2008,3,5.6,0,22.0
Indiana,2008-04-01,2008,4,4.7,0,22.0
Indiana,2008-05-01,2008,5,5.3,0,22.0
Indiana,2008-06-01,2008,6,5.7,50,72.0
Indiana,2008-07-01,2008,7,6.1,0,72.0
Indiana,2008-08-01,2008,8,6.0,0,72.0
Indiana,2008-09-01,2008,9,5.8,38,110.0
Indiana,2008-10-01,2008,10,6.1,0,110.0
Indiana,2008-11-01,2008,11,6.9,0,109.0
Indiana,2008-12-01,2008,12,7.8,0,109.0
Indiana,2009-01-01,2009,1,9.8,0,88.0
Indiana,2009-02-01,2009,2,10.4,0,88.0
Indiana,2009-03-01,2009,3,10.8,21,109.0
Indiana,2009-04-01,2009,4,10.0,16,125.0
Indiana,2009-05-01,2009,5,10.4,0,125.0
Indiana,2009-06-01,2009,6,10.7,0,75.0
Indiana,2009-07-01,2009,7,10.5,0,75.0
Indiana,2009-08-01,2009,8,10.0,0,75.0
Indiana,2009-09-01,2009,9,9.7,0,37.0
Indiana,2009-10-01,2009,10,9.9,0,37.0
Indiana,2009-11-01,2009,11,10.0,0,37.0
Indiana,2009-12-01,2009,12,10.2,0,37.0
Indiana,2010-01-01,2010,1,11.2,0,37.0
Indiana,2010-02-01,2010,2,11.4,0,37.0
Indiana,2010-03-01,2010,3,11.2,0,16.0
Indiana,2010-04-01,2010,4,10.0,0,0.0
Indiana,2010-05-01,2010,5,9.9,0,0.0
Indiana,2010-06-01,2010,6,10.0,0,0.0
Indiana,2010-07-01,2010,7,10.0,0,0.0
Indiana,2010-08-01,2010,8,9.7,0,0.0
Indiana,2010-09-01,2010,9,9.2,0,0.0
Indiana,2010-10-01,2010,10,9.1,0,0.0
Indiana,2010-11-01,2010,11,9.4,0,0.0
Indiana,2010-12-01,2010,12,9.0,0,0.0
Indiana,2011-01-01,2011,1,9.7,0,0.0
Indiana,2011-02-01,2011,2,9.6,0,0.0
Indiana,2011-03-01,2011,3,9.2,0,0.0
Indiana,2011-04-01,2011,4,8.3,0,0.0
Indiana,2011-05-01,2011,5,8.6,0,0.0
Indiana,2011-06-01,2011,6,9.0,36,36.0
Indiana,2011-07-01,2011,7,9.2,0,36.0
Indiana,2011-08-01,2011,8,9.0,0,36.0
Indiana,2011-09-01,2011,9,8.7,0,36.0
Indiana,2011-10-01,2011,10,8.7,0,36.0
Indiana,2011-11-01,2011,11,8.6,0,36.0
Indiana,2011-12-01,2011,12,8.4,0,36.0
Indiana,2012-01-01,2012,1,9.0,0,36.0
Indiana,2012-02-01,2012,2,9.0,0,36.0
Indiana,2012-03-01,2012,3,8.6,6,42.0
Indiana,2012-04-01,2012,4,7.6,0,42.0
Indiana,2012-05-01,2012,5,7.9,0,42.0
Indiana,2012-06-01,2012,6,8.3,0,6.0
Indiana,2012-07-01,2012,7,8.5,0,6.0
Indiana,2012-08-01,2012,8,8.1,0,6.0
Indiana,2012-09-01,2012,9,7.6,0,6.0
Indiana,2012-10-01,2012,10,7.7,0,6.0
Indiana,2012-11-01,2012,11,7.9,0,6.0
Indiana,2012-12-01,2012,12,8.1,0,6.0
Indiana,2013-01-01,2013,1,9.2,0,6.0
Indiana,2013-02-01,2013,2,8.8,0,6.0
Indiana,2013-03-01,2013,3,8.3,0,0.0
Indiana,2013-04-01,2013,4,7.3,0,0.0
Indiana,2013-05-01,2013,5,7.6,0,0.0
Indiana,2013-06-01,2013,6,7.9,0,0.0
Indiana,2013-07-01,2013,7,7.7,0,0.0
Indiana,2013-08-01,2013,8,7.1,0,0.0
Indiana,2013-09-01,2013,9,6.7,0,0.0
Indiana,2013-10-01,2013,10,6.8,0,0.0
Indiana,2013-11-01,2013,11,6.7,0,0.0
Indiana,2013-12-01,2013,12,6.1,0,0.0
Indiana,2014-01-01,2014,1,6.8,0,0.0
Indiana,2014-02-01,2014,2,7.0,0,0.0
Indiana,2014-03-01,2014,3,6.7,0,0.0
Indiana,2014-04-01,2014,4,5.5,30,30.0
Indiana,2014-05-01,2014,5,5.9,0,30.0
Indiana,2014-06-01,2014,6,6.0,0,30.0
Indiana,2014-07-01,2014,7,6.2,0,30.0
Indiana,2014-08-01,2014,8,5.7,0,30.0
Indiana,2014-09-01,2014,9,5.3,0,30.0
Indiana,2014-10-01,2014,10,5.4,0,30.0
Indiana,2014-11-01,2014,11,5.6,0,30.0
Indiana,2014-12-01,2014,12,5.3,0,30.0
Indiana,2015-01-01,2015,1,6.1,0,30.0
Indiana,2015-02-01,2015,2,5.8,0,30.0
Indiana,2015-03-01,2015,3,5.4,0,30.0
Indiana,2015-04-01,2015,4,4.3,0,0.0
Indiana,2015-05-01,2015,5,4.8,0,0.0
Indiana,2015-06-01,2015,6,4.8,0,0.0
Indiana,2015-07-01,2015,7,4.9,0,0.0
Indiana,2015-08-01,2015,8,4.4,0,0.0
Indiana,2015-09-01,2015,9,4.1,0,0.0
Indiana,2015-10-01,2015,10,4.3,0,0.0
Indiana,2015-11-01,2015,11,4.5,0,0.0
Indiana,2015-12-01,2015,12,4.4,0,0.0
Indiana,2016-01-01,2016,1,5.1,0,0.0
Indiana,2016-02-01,2016,2,5.2,0,0.0
Indiana,2016-03-01,2016,3,5.1,0,0.0
Indiana,2016-04-01,2016,4,4.2,0,0.0
Indiana,2016-05-01,2016,5,4.1,0,0.0
Indiana,2016-06-01,2016,6,4.5,0,0.0
Indiana,2016-07-01,2016,7,4.5,0,0.0
Indiana,2016-08-01,2016,8,4.3,0,0.0
Indiana,2016-09-01,2016,9,3.9,0,0.0
Indiana,2016-10-01,2016,10,3.8,0,0.0
Indiana,2016-11-01,2016,11,3.9,0,0.0
Indiana,2016-12-01,2016,12,3.8,0,0.0
Indiana,2017-01-01,2017,1,4.6,0,0.0
Indiana,2017-02-01,2017,2,4.4,0,0.0
Indiana,2017-03-01,2017,3,3.8,0,0.0
Indiana,2017-04-01,2017,4,2.9,0,0.0
Indiana,2017-05-01,2017,5,3.2,0,0.0
Indiana,2017-06-01,2017,6,3.5,0,0.0
Indiana,2017-07-01,2017,7,3.8,0,0.0
Indiana,2017-08-01,2017,8,3.6,0,0.0
Indiana,2017-09-01,2017,9,3.2,0,0.0
Indiana,2017-10-01,2017,10,3.1,0,0.0
Indiana,2017-11-01,2017,11,3.2,0,0.0
Indiana,2017-12-01,2017,12,3.0,0,0.0
Indiana,2018-01-01,2018,1,3.9,0,0.0
Indiana,2018-02-01,2018,2,3.9,0,0.0
Indiana,2018-03-01,2018,3,3.6,0,0.0
Indiana,2018-04-01,2018,4,3.0,0,0.0
Indiana,2018-05-01,2018,5,3.2,31,31.0
Indiana,2018-06-01,2018,6,3.7,0,31.0
Indiana,2018-07-01,2018,7,3.7,0,31.0
Indiana,2018-08-01,2018,8,3.4,0,31.0
Indiana,2018-09-01,2018,9,2.9,0,31.0
Indiana,2018-10-01,2018,10,3.3,0,31.0
Indiana,2018-11-01,2018,11,3.3,0,31.0
Indiana,2018-12-01,2018,12,3.2,0,31.0
Indiana,2019-01-01,2019,1,4.2,0,31.0
Indiana,2019-02-01,2019,2,4.0,0,31.0
Indiana,2019-03-01,2019,3,3.8,0,31.0
Indiana,2019-04-01,2019,4,2.8,0,31.0
Indiana,2019-05-01,2019,5,3.0,0,0.0
Indiana,2019-06-01,2019,6,3.4,0,0.0
Indiana,2019-07-01,2019,7,3.6,0,0.0
Indiana,2019-08-01,2019,8,3.2,0,0.0
Indiana,2019-09-01,2019,9,2.8,0,0.0
Indiana,2019-10-01,2019,10,3.0,0,0.0
Indiana,2019-11-01,2019,11,3.1,0,0.0
Indiana,2019-12-01,2019,12,2.9,0,0.0
Indiana,2020-01-01,2020,1,3.8,0,0.0
Indiana,2020-02-01,2020,2,3.7,0,0.0
Indiana,2020-03-01,2020,3,4.5,92,92.0
Indiana,2020-04-01,2020,4,16.5,93,185.0
Indiana,2020-05-01,2020,5,12.8,0,185.0
Indiana,2020-06-01,2020,6,10.3,0,185.0
Indiana,2020-07-01,2020,7,9.3,0,185.0
Indiana,2020-08-01,2020,8,6.8,0,185.0
Indiana,2020-09-01,2020,9,6.0,0,185.0
Indiana,2020-10-01,2020,10,5.2,0,185.0
Indiana,2020-11-01,2020,11,5.0,0,185.0
Indiana,2020-12-01,2020,12,4.6,0,185.0
Indiana,2021-01-01,2021,1,5.2,0,185.0
Indiana,2021-02-01,2021,2,5.0,0,185.0
Indiana,2021-03-01,2021,3,4.8,0,93.0
Indiana,2021-04-01,2021,4,4.0,0,0.0
Indiana,2021-05-01,2021,5,4.1,0,0.0
Indiana,2021-06-01,2021,6,4.5,0,0.0
Indiana,2021-07-01,2021,7,4.1,0,0.0
Indiana,2021-08-01,2021,8,3.6,0,0.0
Indiana,2021-09-01,2021,9,3.2,0,0.0
Indiana,2021-10-01,2021,10,2.9,0,0.0
Indiana,2021-11-01,2021,11,2.8,0,0.0
Indiana,2021-12-01,2021,12,2.5,0,0.0
Indiana,2022-01-01,2022,1,3.4,0,0.0
Indiana,2022-02-01,2022,2,3.5,0,0.0
Indiana,2022-03-01,2022,3,3.3,0,0.0
Indiana,2022-04-01,2022,4,2.5,0,0.0
Indiana,2022-05-01,2022,5,2.9,0,0.0
Indiana,2022-06-01,2022,6,3.3,0,0.0
Indiana,2022-07-01,2022,7,3.5,0,0.0
Indiana,2022-08-01,2022,8,3.2,0,0.0
Indiana,2022-09-01,2022,9,2.6,0,0.0
Indiana,2022-10-01,2022,10,3.0,0,0.0
Indiana,2022-11-01,2022,11,3.1,0,0.0
Indiana,2022-12-01,2022,12,2.7,0,0.0
Indiana,2023-01-01,2023,1,3.7,0,0.0
Indiana,2023-02-01,2023,2,3.8,0,0.0
Indiana,2023-03-01,2023,3,3.7,0,0.0
Indiana,2023-04-01,2023,4,2.8,13,13.0
Indiana,2023-05-01,2023,5,3.4,0,13.0
Indiana,2023-06-01,2023,6,3.6,0,13.0
Indiana,2023-07-01,2023,7,3.7,0,13.0
Indiana,2023-08-01,2023,8,3.6,0,13.0
Indiana,2023-09-01,2023,9,3.2,0,13.0
Indiana,2023-10-01,2023,10,3.3,0,13.0
Indiana,2023-11-01,2023,11,3.4,0,13.0
Indiana,2023-12-01,2023,12,3.2,0,13.0
Indiana,2024-01-01,2024,1,4.1,0,13.0
Indiana,2024-02-01,2024,2,4.4,0,13.0
Indiana,2024-03-01,2024,3,4.3,0,13.0
Indiana,2024-04-01,2024,4,3.6,0,0.0
Indiana,2024-05-01,2024,5,4.0,0,0.0
Indiana,2024-06-01,2024,6,4.4,0,0.0
Indiana,2024-07-01,2024,7,4.9,0,0.0
Indiana,2024-08-01,2024,8,4.4,0,0.0
Indiana,2024-09-01,2024,9,4.0,0,0.0
Indiana,2024-10-01,2024,10,4.0,0,0.0
Indiana,2024-11-01,2024,11,4.3,0,0.0
Indiana,2024-12-01,2024,12,4.0,0,0.0
Indiana,2025-01-01,2025,1,4.5,0,0.0
Indiana,2025-02-01,2025,2,4.5,0,0.0
Indiana,2025-03-01,2025,3,3.4,0,0.0
Indiana,2025-04-01,2025,4,3.0,0,0.0
Indiana,2025-05-01,2025,5,3.4,0,0.0
Indiana,2025-06-01,2025,6,3.7,0,0.0
Indiana,2025-07-01,2025,7,4.2,25,25.0
Indiana,2025-08-01,2025,8,3.8,0,25.0
Indiana,2025-09-01,2025,9,3.5,0,25.0
Iowa,2006-01-01,2006,1,4.6,0,
Iowa,2006-02-01,2006,2,4.4,0,
Iowa,2006-03-01,2006,3,3.9,0,
Iowa,2006-04-01,2006,4,3.4,0,
Iowa,2006-05-01,2006,5,3.2,0,
Iowa,2006-06-01,2006,6,3.6,0,
Iowa,2006-07-01,2006,7,3.6,0,
Iowa,2006-08-01,2006,8,3.6,0,
Iowa,2006-09-01,2006,9,3.4,0,
Iowa,2006-10-01,2006,10,3.2,0,
Iowa,2006-11-01,2006,11,3.3,0,
Iowa,2006-12-01,2006,12,3.8,0,0.0
Iowa,2007-01-01,2007,1,4.6,0,0.0
Iowa,2007-02-01,2007,2,4.4,0,0.0
Iowa,2007-03-01,2007,3,4.0,78,78.0
Iowa,2007-04-01,2007,4,3.6,0,78.0
Iowa,2007-05-01,2007,5,3.3,19,97.0
Iowa,2007-06-01,2007,6,3.7,0,97.0
Iowa,2007-07-01,2007,7,3.5,0,97.0
Iowa,2007-08-01,2007,8,3.5,0,97.0
Iowa,2007-09-01,2007,9,3.4,17,114.0
Iowa,2007-10-01,2007,10,3.3,0,114.0
Iowa,2007-11-01,2007,11,3.3,0,114.0
Iowa,2007-12-01,2007,12,3.9,0,114.0
Iowa,2008-01-01,2008,1,4.5,30,144.0
Iowa,2008-02-01,2008,2,4.2,0,144.0
Iowa,2008-03-01,2008,3,4.1,0,66.0
Iowa,2008-04-01,2008,4,3.6,0,66.0
Iowa,2008-05-01,2008,5,3.6,85,132.0
Iowa,2008-06-01,2008,6,4.0,0,132.0
Iowa,2008-07-01,2008,7,4.1,0,132.0
Iowa,2008-08-01,2008,8,4.2,0,132.0
Iowa,2008-09-01,2008,9,3.9,0,115.0
Iowa,2008-10-01,2008,10,3.9,0,115.0
Iowa,2008-11-01,2008,11,4.2,0,115.0
Iowa,2008-12-01,2008,12,5.2,0,115.0
Iowa,2009-01-01,2009,1,6.9,0,85.0
Iowa,2009-02-01,2009,2,6.9,0,85.0
Iowa,2009-03-01,2009,3,7.1,0,85.0
Iowa,2009-04-01,2009,4,6.2,0,85.0
Iowa,2009-05-01,2009,5,6.3,0,0.0
Iowa,2009-06-01,2009,6,6.8,0,0.0
Iowa,2009-07-01,2009,7,6.7,0,0.0
Iowa,2009-08-01,2009,8,6.5,1,1.0
Iowa,2009-09-01,2009,9,5.9,0,1.0
Iowa,2009-10-01,2009,10,6.1,0,1.0
Iowa,2009-11-01,2009,11,5.9,0,1.0
Iowa,2009-12-01,2009,12,6.6,0,1.0
Iowa,2010-01-01,2010,1,7.5,0,1.0
Iowa,2010-02-01,2010,2,7.2,27,28.0
Iowa,2010-03-01,2010,3,7.0,27,55.0
Iowa,2010-04-01,2010,4,5.8,0,55.0
Iowa,2010-05-01,2010,5,5.6,0,55.0
Iowa,2010-06-01,2010,6,5.9,0,55.0
Iowa,2010-07-01,2010,7,5.9,63,118.0
Iowa,2010-08-01,2010,8,5.9,0,117.0
Iowa,2010-09-01,2010,9,5.5,0,117.0
Iowa,2010-10-01,2010,10,5.3,0,117.0
Iowa,2010-11-01,2010,11,5.5,0,117.0
Iowa,2010-12-01,2010,12,5.9,0,117.0
Iowa,2011-01-01,2011,1,6.9,0,117.0
Iowa,2011-02-01,2011,2,6.4,0,90.0
Iowa,2011-03-01,2011,3,6.1,0,63.0
Iowa,2011-04-01,2011,4,5.2,0,63.0
Iowa,2011-05-01,2011,5,5.2,6,69.0
Iowa,2011-06-01,2011,6,5.7,6,75.0
Iowa,2011-07-01,2011,7,5.6,0,12.0
Iowa,2011-08-01,2011,8,5.6,8,20.0
Iowa,2011-09-01,2011,9,5.2,0,20.0
Iowa,2011-10-01,2011,10,5.0,0,20.0
Iowa,2011-11-01,2011,11,4.9,0,20.0
Iowa,2011-12-01,2011,12,5.4,0,20.0
Iowa,2012-01-01,2012,1,6.1,0,20.0
Iowa,2012-02-01,2012,2,5.9,0,20.0
Iowa,2012-03-01,2012,3,5.4,0,20.0
Iowa,2012-04-01,2012,4,4.6,0,20.0
Iowa,2012-05-01,2012,5,4.7,0,14.0
Iowa,2012-06-01,2012,6,5.1,0,8.0
Iowa,2012-07-01,2012,7,5.2,0,8.0
Iowa,2012-08-01,2012,8,5.0,0,0.0
Iowa,2012-09-01,2012,9,4.4,0,0.0
Iowa,2012-10-01,2012,10,4.5,0,0.0
Iowa,2012-11-01,2012,11,4.4,0,0.0
Iowa,2012-12-01,2012,12,5.0,0,0.0
Iowa,2013-01-01,2013,1,6.1,0,0.0
Iowa,2013-02-01,2013,2,5.5,0,0.0
Iowa,2013-03-01,2013,3,5.2,0,0.0
Iowa,2013-04-01,2013,4,4.5,0,0.0
Iowa,2013-05-01,2013,5,4.4,25,25.0
Iowa,2013-06-01,2013,6,4.9,0,25.0
Iowa,2013-07-01,2013,7,4.8,61,86.0
Iowa,2013-08-01,2013,8,4.6,0,86.0
Iowa,2013-09-01,2013,9,4.2,0,86.0
Iowa,2013-10-01,2013,10,4.2,0,86.0
Iowa,2013-11-01,2013,11,4.1,0,86.0
Iowa,2013-12-01,2013,12,4.4,0,86.0
Iowa,2014-01-01,2014,1,5.4,0,86.0
Iowa,2014-02-01,2014,2,5.1,0,86.0
Iowa,2014-03-01,2014,3,4.9,0,86.0
Iowa,2014-04-01,2014,4,3.9,0,86.0
Iowa,2014-05-01,2014,5,4.0,0,61.0
Iowa,2014-06-01,2014,6,4.2,0,61.0
Iowa,2014-07-01,2014,7,4.4,36,36.0
Iowa,2014-08-01,2014,8,4.3,24,60.0
Iowa,2014-09-01,2014,9,3.8,0,60.0
Iowa,2014-10-01,2014,10,3.6,0,60.0
Iowa,2014-11-01,2014,11,3.6,0,60.0
Iowa,2014-12-01,2014,12,4.0,0,60.0
Iowa,2015-01-01,2015,1,4.8,0,60.0
Iowa,2015-02-01,2015,2,4.3,0,60.0
Iowa,2015-03-01,2015,3,4.1,0,60.0
Iowa,2015-04-01,2015,4,3.3,0,60.0
Iowa,2015-05-01,2015,5,3.5,0,60.0
Iowa,2015-06-01,2015,6,3.7,0,60.0
Iowa,2015-07-01,2015,7,3.8,19,43.0
Iowa,2015-08-01,2015,8,3.6,0,19.0
Iowa,2015-09-01,2015,9,3.3,0,19.0
Iowa,2015-10-01,2015,10,3.3,0,19.0
Iowa,2015-11-01,2015,11,3.3,0,19.0
Iowa,2015-12-01,2015,12,3.7,0,19.0
Iowa,2016-01-01,2016,1,4.5,0,19.0
Iowa,2016-02-01,2016,2,4.1,0,19.0
Iowa,2016-03-01,2016,3,3.9,0,19.0
Iowa,2016-04-01,2016,4,3.2,0,19.0
Iowa,2016-05-01,2016,5,3.3,0,19.0
Iowa,2016-06-01,2016,6,3.8,0,19.0
Iowa,2016-07-01,2016,7,3.8,0,0.0
Iowa,2016-08-01,2016,8,3.7,0,0.0
Iowa,2016-09-01,2016,9,3.3,8,8.0
Iowa,2016-10-01,2016,10,3.1,19,27.0
Iowa,2016-11-01,2016,11,3.0,0,27.0
Iowa,2016-12-01,2016,12,3.4,0,27.0
Iowa,2017-01-01,2017,1,4.4,0,27.0
Iowa,2017-02-01,2017,2,3.7,0,27.0
Iowa,2017-03-01,2017,3,3.4,0,27.0
Iowa,2017-04-01,2017,4,2.8,0,27.0
Iowa,2017-05-01,2017,5,2.9,0,27.0
Iowa,2017-06-01,2017,6,3.1,0,27.0
Iowa,2017-07-01,2017,7,3.2,0,27.0
Iowa,2017-08-01,2017,8,3.2,9,36.0
Iowa,2017-09-01,2017,9,2.7,0,28.0
Iowa,2017-10-01,2017,10,2.4,0,9.0
Iowa,2017-11-01,2017,11,2.5,0,9.0
Iowa,2017-12-01,2017,12,2.8,0,9.0
Iowa,2018-01-01,2018,1,3.7,0,9.0
Iowa,2018-02-01,2018,2,3.2,0,9.0
Iowa,2018-03-01,2018,3,3.0,0,9.0
Iowa,2018-04-01,2018,4,2.4,0,9.0
Iowa,2018-05-01,2018,5,2.2,0,9.0
Iowa,2018-06-01,2018,6,2.6,0,9.0
Iowa,2018-07-01,2018,7,2.6,0,9.0
Iowa,2018-08-01,2018,8,2.5,31,31.0
Iowa,2018-09-01,2018,9,2.1,4,35.0
Iowa,2018-10-01,2018,10,2.0,0,35.0
Iowa,2018-11-01,2018,11,2.0,0,35.0
Iowa,2018-12-01,2018,12,2.6,0,35.0
Iowa,2019-01-01,2019,1,3.5,0,35.0
Iowa,2019-02-01,2019,2,3.0,0,35.0
Iowa,2019-03-01,2019,3,3.1,80,115.0
Iowa,2019-04-01,2019,4,2.2,1,116.0
Iowa,2019-05-01,2019,5,2.4,0,116.0
Iowa,2019-06-01,2019,6,2.8,0,116.0
Iowa,2019-07-01,2019,7,2.9,0,116.0
Iowa,2019-08-01,2019,8,2.7,0,85.0
Iowa,2019-09-01,2019,9,2.2,0,81.0
Iowa,2019-10-01,2019,10,2.3,0,81.0
Iowa,2019-11-01,2019,11,2.3,0,81.0
Iowa,2019-12-01,2019,12,2.6,0,81.0
Iowa,2020-01-01,2020,1,3.4,0,81.0
Iowa,2020-02-01,2020,2,2.9,0,81.0
Iowa,2020-03-01,2020,3,3.4,203,204.0
Iowa,2020-04-01,2020,4,10.7,0,203.0
Iowa,2020-05-01,2020,5,8.5,0,203.0
Iowa,2020-06-01,2020,6,7.0,0,203.0
Iowa,2020-07-01,2020,7,6.0,0,203.0
Iowa,2020-08-01,2020,8,4.8,23,226.0
Iowa,2020-09-01,2020,9,4.2,1,227.0
Iowa,2020-10-01,2020,10,3.5,0,227.0
Iowa,2020-11-01,2020,11,3.8,0,227.0
Iowa,2020-12-01,2020,12,4.2,0,227.0
Iowa,2021-01-01,2021,1,5.2,0,227.0
Iowa,2021-02-01,2021,2,4.8,0,227.0
Iowa,2021-03-01,2021,3,4.5,0,24.0
Iowa,2021-04-01,2021,4,4.0,0,24.0
Iowa,2021-05-01,2021,5,4.2,0,24.0
Iowa,2021-06-01,2021,6,4.6,0,24.0
Iowa,2021-07-01,2021,7,4.1,0,24.0
Iowa,2021-08-01,2021,8,3.8,0,1.0
Iowa,2021-09-01,2021,9,3.0,0,0.0
Iowa,2021-10-01,2021,10,2.9,0,0.0
Iowa,2021-11-01,2021,11,2.7,0,0.0
Iowa,2021-12-01,2021,12,2.7,0,0.0
Iowa,2022-01-01,2022,1,3.7,0,0.0
Iowa,2022-02-01,2022,2,3.0,25,25.0
Iowa,2022-03-01,2022,3,2.8,0,25.0
Iowa,2022-04-01,2022,4,2.1,0,25.0
Iowa,2022-05-01,2022,5,2.4,0,25.0
Iowa,2022-06-01,2022,6,2.8,0,25.0
Iowa,2022-07-01,2022,7,3.1,0,25.0
Iowa,2022-08-01,2022,8,3.2,0,25.0
Iowa,2022-09-01,2022,9,2.6,0,25.0
Iowa,2022-10-01,2022,10,2.8,0,25.0
Iowa,2022-11-01,2022,11,2.8,0,25.0
Iowa,2022-12-01,2022,12,2.9,0,25.0
Iowa,2023-01-01,2023,1,3.7,0,25.0
Iowa,2023-02-01,2023,2,3.3,0,0.0
Iowa,2023-03-01,2023,3,3.1,0,0.0
Iowa,2023-04-01,2023,4,2.3,0,0.0
Iowa,2023-05-01,2023,5,2.8,0,0.0
Iowa,2023-06-01,2023,6,3.0,0,0.0
Iowa,2023-07-01,2023,7,3.1,0,0.0
Iowa,2023-08-01,2023,8,3.2,7,7.0
Iowa,2023-09-01,2023,9,2.7,0,7.0
Iowa,2023-10-01,2023,10,2.8,0,7.0
Iowa,2023-11-01,2023,11,2.5,0,7.0
Iowa,2023-12-01,2023,12,2.6,0,7.0
Iowa,2024-01-01,2024,1,3.5,0,7.0
Iowa,2024-02-01,2024,2,3.1,0,7.0
Iowa,2024-03-01,2024,3,2.8,0,7.0
Iowa,2024-04-01,2024,4,2.2,0,7.0
Iowa,2024-05-01,2024,5,2.7,38,45.0
Iowa,2024-06-01,2024,6,3.1,29,74.0
Iowa,2024-07-01,2024,7,3.5,0,74.0
Iowa,2024-08-01,2024,8,3.4,0,67.0
Iowa,2024-09-01,2024,9,2.9,0,67.0
Iowa,2024-10-01,2024,10,3.1,0,67.0
Iowa,2024-11-01,2024,11,3.1,0,67.0
Iowa,2024-12-01,2024,12,3.0,0,67.0
Iowa,2025-01-01,2025,1,4.0,0,67.0
Iowa,2025-02-01,2025,2,3.8,0,67.0
Iowa,2025-03-01,2025,3,3.7,0,67.0
Iowa,2025-04-01,2025,4,3.2,0,67.0
Iowa,2025-05-01,2025,5,3.6,4,33.0
Iowa,2025-06-01,2025,6,3.8,0,4.0
Iowa,2025-07-01,2025,7,4.1,0,4.0
Iowa,2025-08-01,2025,8,4.2,0,4.0
Iowa,2025-09-01,2025,9,3.1,0,4.0
Kansas,2006-01-01,2006,1,4.9,17,
Kansas,2006-02-01,2006,2,5.0,0,
Kansas,2006-03-01,2006,3,4.7,1,
Kansas,2006-04-01,2006,4,4.3,2,
Kansas,2006-05-01,2006,5,4.1,0,
Kansas,2006-06-01,2006,6,4.5,0,
Kansas,2006-07-01,2006,7,4.9,0,
Kansas,2006-08-01,2006,8,4.5,0,
Kansas,2006-09-01,2006,9,4.1,0,
Kansas,2006-10-01,2006,10,4.0,0,
Kansas,2006-11-01,2006,11,4.0,0,
Kansas,2006-12-01,2006,12,3.9,0,20.0
Kansas,2007-01-01,2007,1,4.7,44,47.0
Kansas,2007-02-01,2007,2,4.6,0,47.0
Kansas,2007-03-01,2007,3,4.3,0,46.0
Kansas,2007-04-01,2007,4,4.0,0,44.0
Kansas,2007-05-01,2007,5,4.1,42,86.0
Kansas,2007-06-01,2007,6,4.4,0,86.0
Kansas,2007-07-01,2007,7,4.6,23,109.0
Kansas,2007-08-01,2007,8,4.3,0,109.0
Kansas,2007-09-01,2007,9,4.2,0,109.0
Kansas,2007-10-01,2007,10,4.0,0,109.0
Kansas,2007-11-01,2007,11,3.9,0,109.0
Kansas,2007-12-01,2007,12,4.1,105,214.0
Kansas,2008-01-01,2008,1,4.6,0,170.0
Kansas,2008-02-01,2008,2,4.3,60,230.0
Kansas,2008-03-01,2008,3,4.4,0,230.0
Kansas,2008-04-01,2008,4,3.7,0,230.0
Kansas,2008-05-01,2008,5,4.2,0,188.0
Kansas,2008-06-01,2008,6,4.4,0,188.0
Kansas,2008-07-01,2008,7,4.9,54,219.0
Kansas,2008-08-01,2008,8,4.8,0,219.0
Kansas,2008-09-01,2008,9,4.7,0,219.0
Kansas,2008-10-01,2008,10,4.7,9,228.0
Kansas,2008-11-01,2008,11,4.8,0,228.0
Kansas,2008-12-01,2008,12,5.1,0,123.0
Kansas,2009-01-01,2009,1,6.4,0,123.0
Kansas,2009-02-01,2009,2,6.7,0,63.0
Kansas,2009-03-01,2009,3,6.9,0,63.0
Kansas,2009-04-01,2009,4,6.5,0,63.0
Kansas,2009-05-01,2009,5,7.1,0,63.0
Kansas,2009-06-01,2009,6,7.5,61,124.0
Kansas,2009-07-01,2009,7,7.9,0,70.0
Kansas,2009-08-01,2009,8,7.6,0,70.0
Kansas,2009-09-01,2009,9,7.3,5,75.0
Kansas,2009-10-01,2009,10,7.1,0,66.0
Kansas,2009-11-01,2009,11,6.9,0,66.0
Kansas,2009-12-01,2009,12,6.9,3,69.0
Kansas,2010-01-01,2010,1,7.7,0,69.0
