state,date,year,month,unemployment_rate,disaster_count_month,disaster_exposure_12m
Alabama,2006-01-01,2006,1,4.6,0,
Alabama,2006-02-01,2006,2,4.5,0,
Alabama,2006-03-01,2006,3,4.1,0,
Alabama,2006-04-01,2006,4,3.7,0,
Alabama,2006-05-01,2006,5,3.6,0,
Alabama,2006-06-01,2006,6,4.4,0,
Alabama,2006-07-01,2006,7,4.4,0,
Alabama,2006-08-01,2006,8,4.2,0,
Alabama,2006-09-01,2006,9,3.8,0,
Alabama,2006-10-01,2006,10,3.6,0,
Alabama,2006-11-01,2006,11,3.7,0,
Alabama,2006-12-01,2006,12,3.6,0,0.0
Alabama,2007-01-01,2007,1,4.3,0,0.0
Alabama,2007-02-01,2007,2,4.2,0,0.0
Alabama,2007-03-01,2007,3,3.8,8,8.0
Alabama,2007-04-01,2007,4,3.4,0,8.0
Alabama,2007-05-01,2007,5,3.5,0,8.0
Alabama,2007-06-01,2007,6,4.4,0,8.0
Alabama,2007-07-01,2007,7,4.4,0,8.0
Alabama,2007-08-01,2007,8,4.3,0,8.0
Alabama,2007-09-01,2007,9,4.1,0,8.0
Alabama,2007-10-01,2007,10,3.9,0,8.0
Alabama,2007-11-01,2007,11,4.1,0,8.0
Alabama,2007-12-01,2007,12,4.4,0,8.0
Alabama,2008-01-01,2008,1,5.1,0,8.0
Alabama,2008-02-01,2008,2,5.0,0,8.0
Alabama,2008-03-01,2008,3,4.9,0,0.0
Alabama,2008-04-01,2008,4,4.4,0,0.0
Alabama,2008-05-01,2008,5,5.1,0,0.0
Alabama,2008-06-01,2008,6,6.1,0,0.0
Alabama,2008-07-01,2008,7,6.3,0,0.0
Alabama,2008-08-01,2008,8,6.5,67,67.0
Alabama,2008-09-01,2008,9,6.4,4,71.0
Alabama,2008-10-01,2008,10,6.7,0,71.0
Alabama,2008-11-01,2008,11,6.9,0,71.0
Alabama,2008-12-01,2008,12,7.4,0,71.0
Alabama,2009-01-01,2009,1,8.5,0,71.0
Alabama,2009-02-01,2009,2,9.0,0,71.0
Alabama,2009-03-01,2009,3,8.8,0,71.0
Alabama,2009-04-01,2009,4,8.4,21,92.0
Alabama,2009-05-01,2009,5,8.9,6,98.0
Alabama,2009-06-01,2009,6,10.0,4,102.0
Alabama,2009-07-01,2009,7,10.3,0,102.0
Alabama,2009-08-01,2009,8,10.5,0,35.0
Alabama,2009-09-01,2009,9,10.6,0,31.0
Alabama,2009-10-01,2009,10,10.7,0,31.0
Alabama,2009-11-01,2009,11,10.5,0,31.0
Alabama,2009-12-01,2009,12,10.7,16,47.0
Alabama,2010-01-01,2010,1,11.6,0,47.0
Alabama,2010-02-01,2010,2,11.3,0,47.0
Alabama,2010-03-01,2010,3,10.9,0,47.0
Alabama,2010-04-01,2010,4,10.1,0,26.0
Alabama,2010-05-01,2010,5,9.9,3,23.0
Alabama,2010-06-01,2010,6,10.4,0,19.0
Alabama,2010-07-01,2010,7,10.3,0,19.0
Alabama,2010-08-01,2010,8,10.3,0,19.0
Alabama,2010-09-01,2010,9,10.0,0,19.0
Alabama,2010-10-01,2010,10,9.9,0,19.0
Alabama,2010-11-01,2010,11,10.1,0,19.0
Alabama,2010-12-01,2010,12,9.9,0,3.0
Alabama,2011-01-01,2011,1,10.5,0,3.0
Alabama,2011-02-01,2011,2,10.3,0,3.0
Alabama,2011-03-01,2011,3,9.8,0,3.0
Alabama,2011-04-01,2011,4,9.3,134,137.0
Alabama,2011-05-01,2011,5,9.3,0,134.0
Alabama,2011-06-01,2011,6,10.3,0,134.0
Alabama,2011-07-01,2011,7,10.0,0,134.0
Alabama,2011-08-01,2011,8,9.7,0,134.0
Alabama,2011-09-01,2011,9,9.5,0,134.0
Alabama,2011-10-01,2011,10,9.0,0,134.0
Alabama,2011-11-01,2011,11,8.5,0,134.0
Alabama,2011-12-01,2011,12,8.4,0,134.0
Alabama,2012-01-01,2012,1,9.0,0,134.0
Alabama,2012-02-01,2012,2,8.8,3,137.0
Alabama,2012-03-01,2012,3,8.4,0,137.0
Alabama,2012-04-01,2012,4,7.7,0,3.0
Alabama,2012-05-01,2012,5,7.9,0,3.0
Alabama,2012-06-01,2012,6,8.8,0,3.0
Alabama,2012-07-01,2012,7,8.7,0,3.0
Alabama,2012-08-01,2012,8,8.4,0,3.0
Alabama,2012-09-01,2012,9,7.8,8,11.0
Alabama,2012-10-01,2012,10,7.6,0,11.0
Alabama,2012-11-01,2012,11,7.3,0,11.0
Alabama,2012-12-01,2012,12,7.5,0,11.0
Alabama,2013-01-01,2013,1,8.3,0,11.0
Alabama,2013-02-01,2013,2,8.0,0,8.0
Alabama,2013-03-01,2013,3,7.3,0,8.0
Alabama,2013-04-01,2013,4,6.7,0,8.0
Alabama,2013-05-01,2013,5,6.9,0,8.0
Alabama,2013-06-01,2013,6,7.8,0,8.0
Alabama,2013-07-01,2013,7,7.6,0,8.0
Alabama,2013-08-01,2013,8,7.5,0,8.0
Alabama,2013-09-01,2013,9,7.2,0,0.0
Alabama,2013-10-01,2013,10,7.2,0,0.0
Alabama,2013-11-01,2013,11,6.9,0,0.0
Alabama,2013-12-01,2013,12,6.8,0,0.0
Alabama,2014-01-01,2014,1,7.5,0,0.0
Alabama,2014-02-01,2014,2,7.5,0,0.0
Alabama,2014-03-01,2014,3,7.2,0,0.0
Alabama,2014-04-01,2014,4,6.3,0,0.0
Alabama,2014-05-01,2014,5,6.5,21,21.0
Alabama,2014-06-01,2014,6,7.1,0,21.0
Alabama,2014-07-01,2014,7,7.3,0,21.0
Alabama,2014-08-01,2014,8,7.1,0,21.0
Alabama,2014-09-01,2014,9,6.5,0,21.0
Alabama,2014-10-01,2014,10,6.2,0,21.0
Alabama,2014-11-01,2014,11,6.1,0,21.0
Alabama,2014-12-01,2014,12,5.9,0,21.0
Alabama,2015-01-01,2015,1,6.7,0,21.0
Alabama,2015-02-01,2015,2,6.4,0,21.0
Alabama,2015-03-01,2015,3,6.0,0,21.0
Alabama,2015-04-01,2015,4,5.6,0,21.0
Alabama,2015-05-01,2015,5,5.9,0,0.0
Alabama,2015-06-01,2015,6,6.4,0,0.0
Alabama,2015-07-01,2015,7,6.5,0,0.0
Alabama,2015-08-01,2015,8,6.2,0,0.0
Alabama,2015-09-01,2015,9,5.9,0,0.0
Alabama,2015-10-01,2015,10,5.9,0,0.0
Alabama,2015-11-01,2015,11,5.8,0,0.0
Alabama,2015-12-01,2015,12,5.8,0,0.0
Alabama,2016-01-01,2016,1,6.3,39,39.0
Alabama,2016-02-01,2016,2,6.2,0,39.0
Alabama,2016-03-01,2016,3,5.9,0,39.0
Alabama,2016-04-01,2016,4,5.4,0,39.0
Alabama,2016-05-01,2016,5,5.3,0,39.0
Alabama,2016-06-01,2016,6,6.1,0,39.0
Alabama,2016-07-01,2016,7,6.0,0,39.0
Alabama,2016-08-01,2016,8,5.9,0,39.0
Alabama,2016-09-01,2016,9,5.9,0,39.0
Alabama,2016-10-01,2016,10,5.7,0,39.0
Alabama,2016-11-01,2016,11,5.3,0,39.0
Alabama,2016-12-01,2016,12,5.4,0,39.0
Alabama,2017-01-01,2017,1,6.0,0,0.0
Alabama,2017-02-01,2017,2,5.6,0,0.0
Alabama,2017-03-01,2017,3,4.9,0,0.0
Alabama,2017-04-01,2017,4,4.3,0,0.0
Alabama,2017-05-01,2017,5,4.2,0,0.0
Alabama,2017-06-01,2017,6,4.8,0,0.0
Alabama,2017-07-01,2017,7,4.7,0,0.0
Alabama,2017-08-01,2017,8,4.5,0,0.0
Alabama,2017-09-01,2017,9,4.0,68,68.0
Alabama,2017-10-01,2017,10,3.8,40,108.0
Alabama,2017-11-01,2017,11,3.8,8,116.0
Alabama,2017-12-01,2017,12,3.7,0,116.0
Alabama,2018-01-01,2018,1,4.4,0,116.0
Alabama,2018-02-01,2018,2,4.3,0,116.0
Alabama,2018-03-01,2018,3,4.0,0,116.0
Alabama,2018-04-01,2018,4,3.5,4,120.0
Alabama,2018-05-01,2018,5,3.5,0,120.0
Alabama,2018-06-01,2018,6,4.5,0,120.0
Alabama,2018-07-01,2018,7,4.2,0,120.0
Alabama,2018-08-01,2018,8,4.1,0,120.0
Alabama,2018-09-01,2018,9,3.7,0,52.0
Alabama,2018-10-01,2018,10,3.7,18,30.0
Alabama,2018-11-01,2018,11,3.4,5,27.0
Alabama,2018-12-01,2018,12,3.6,0,27.0
Alabama,2019-01-01,2019,1,4.3,0,27.0
Alabama,2019-02-01,2019,2,3.8,0,27.0
Alabama,2019-03-01,2019,3,3.5,1,28.0
Alabama,2019-04-01,2019,4,2.8,12,36.0
Alabama,2019-05-01,2019,5,2.7,0,36.0
Alabama,2019-06-01,2019,6,3.4,0,36.0
Alabama,2019-07-01,2019,7,3.3,0,36.0
Alabama,2019-08-01,2019,8,3.3,0,36.0
Alabama,2019-09-01,2019,9,2.8,0,36.0
Alabama,2019-10-01,2019,10,2.8,0,18.0
Alabama,2019-11-01,2019,11,2.8,0,13.0
Alabama,2019-12-01,2019,12,2.9,0,13.0
Alabama,2020-01-01,2020,1,3.6,0,13.0
Alabama,2020-02-01,2020,2,3.4,0,13.0
Alabama,2020-03-01,2020,3,3.7,138,150.0
Alabama,2020-04-01,2020,4,13.1,0,138.0
Alabama,2020-05-01,2020,5,10.2,19,157.0
Alabama,2020-06-01,2020,6,8.9,0,157.0
Alabama,2020-07-01,2020,7,8.0,17,174.0
Alabama,2020-08-01,2020,8,6.4,0,174.0
Alabama,2020-09-01,2020,9,6.0,83,257.0
Alabama,2020-10-01,2020,10,4.9,0,257.0
Alabama,2020-11-01,2020,11,4.6,0,257.0
Alabama,2020-12-01,2020,12,4.3,21,278.0
Alabama,2021-01-01,2021,1,4.5,0,278.0
Alabama,2021-02-01,2021,2,4.1,0,278.0
Alabama,2021-03-01,2021,3,3.7,1,141.0
Alabama,2021-04-01,2021,4,3.3,8,149.0
Alabama,2021-05-01,2021,5,3.1,0,130.0
Alabama,2021-06-01,2021,6,4.0,0,130.0
Alabama,2021-07-01,2021,7,3.7,0,113.0
Alabama,2021-08-01,2021,8,3.5,0,113.0
Alabama,2021-09-01,2021,9,2.9,0,30.0
Alabama,2021-10-01,2021,10,2.7,0,30.0
Alabama,2021-11-01,2021,11,2.4,0,30.0
Alabama,2021-12-01,2021,12,2.3,2,11.0
Alabama,2022-01-01,2022,1,3.1,0,11.0
Alabama,2022-02-01,2022,2,2.9,0,11.0
Alabama,2022-03-01,2022,3,2.4,0,10.0
Alabama,2022-04-01,2022,4,2.0,0,2.0
Alabama,2022-05-01,2022,5,2.2,0,2.0
Alabama,2022-06-01,2022,6,3.0,0,2.0
Alabama,2022-07-01,2022,7,2.9,0,2.0
Alabama,2022-08-01,2022,8,2.9,0,2.0
Alabama,2022-09-01,2022,9,2.4,0,2.0
Alabama,2022-10-01,2022,10,2.4,0,2.0
Alabama,2022-11-01,2022,11,2.2,0,2.0
Alabama,2022-12-01,2022,12,2.0,0,0.0
Alabama,2023-01-01,2023,1,2.6,13,13.0
Alabama,2023-02-01,2023,2,2.5,0,13.0
Alabama,2023-03-01,2023,3,2.2,0,13.0
Alabama,2023-04-01,2023,4,1.8,0,13.0
Alabama,2023-05-01,2023,5,2.0,10,23.0
Alabama,2023-06-01,2023,6,2.7,0,23.0
Alabama,2023-07-01,2023,7,2.6,0,23.0
Alabama,2023-08-01,2023,8,2.8,0,23.0
Alabama,2023-09-01,2023,9,2.6,0,23.0
Alabama,2023-10-01,2023,10,2.6,0,23.0
Alabama,2023-11-01,2023,11,2.5,0,23.0
Alabama,2023-12-01,2023,12,2.6,0,23.0
Alabama,2024-01-01,2024,1,3.2,0,10.0
Alabama,2024-02-01,2024,2,3.2,0,10.0
Alabama,2024-03-01,2024,3,2.8,0,10.0
Alabama,2024-04-01,2024,4,2.4,0,10.0
Alabama,2024-05-01,2024,5,2.4,0,0.0
Alabama,2024-06-01,2024,6,3.3,0,0.0
Alabama,2024-07-01,2024,7,3.4,0,0.0
Alabama,2024-08-01,2024,8,3.5,0,0.0
Alabama,2024-09-01,2024,9,3.1,67,67.0
Alabama,2024-10-01,2024,10,3.2,0,67.0
Alabama,2024-11-01,2024,11,3.3,0,67.0
Alabama,2024-12-01,2024,12,3.2,0,67.0
Alabama,2025-01-01,2025,1,3.4,0,67.0
Alabama,2025-02-01,2025,2,3.4,0,67.0
Alabama,2025-03-01,2025,3,3.4,0,67.0
Alabama,2025-04-01,2025,4,2.7,0,67.0
Alabama,2025-05-01,2025,5,2.8,0,67.0
Alabama,2025-06-01,2025,6,3.0,0,67.0
Alabama,2025-07-01,2025,7,2.9,0,67.0
Alabama,2025-08-01,2025,8,2.7,0,67.0
Alabama,2025-09-01,2025,9,2.9,0,0.0
Alaska,2006-01-01,2006,1,7.7,0,
Alaska,2006-02-01,2006,2,8.0,0,
Alaska,2006-03-01,2006,3,7.5,0,
Alaska,2006-04-01,2006,4,7.2,0,
Alaska,2006-05-01,2006,5,6.6,0,
Alaska,2006-06-01,2006,6,6.5,1,
Alaska,2006-07-01,2006,7,6.0,0,
Alaska,2006-08-01,2006,8,5.4,3,
Alaska,2006-09-01,2006,9,5.7,0,
Alaska,2006-10-01,2006,10,5.7,4,
Alaska,2006-11-01,2006,11,6.4,0,
Alaska,2006-12-01,2006,12,6.6,3,11.0
Alaska,2007-01-01,2007,1,7.3,0,11.0
Alaska,2007-02-01,2007,2,7.2,0,11.0
Alaska,2007-03-01,2007,3,6.9,0,11.0
Alaska,2007-04-01,2007,4,6.6,0,11.0
Alaska,2007-05-01,2007,5,6.1,0,11.0
Alaska,2007-06-01,2007,6,6.2,1,11.0
Alaska,2007-07-01,2007,7,5.6,0,11.0
Alaska,2007-08-01,2007,8,5.2,0,8.0
Alaska,2007-09-01,2007,9,5.6,0,8.0
Alaska,2007-10-01,2007,10,5.6,0,4.0
Alaska,2007-11-01,2007,11,6.2,0,4.0
Alaska,2007-12-01,2007,12,6.6,0,1.0
Alaska,2008-01-01,2008,1,7.2,0,1.0
Alaska,2008-02-01,2008,2,7.1,0,1.0
Alaska,2008-03-01,2008,3,7.1,0,1.0
Alaska,2008-04-01,2008,4,6.5,0,1.0
Alaska,2008-05-01,2008,5,6.5,0,1.0
Alaska,2008-06-01,2008,6,6.5,0,0.0
Alaska,2008-07-01,2008,7,5.9,0,0.0
Alaska,2008-08-01,2008,8,5.6,0,0.0
Alaska,2008-09-01,2008,9,5.8,4,4.0
Alaska,2008-10-01,2008,10,6.1,0,4.0
Alaska,2008-11-01,2008,11,6.6,0,4.0
Alaska,2008-12-01,2008,12,7.0,0,4.0
Alaska,2009-01-01,2009,1,8.2,0,4.0
Alaska,2009-02-01,2009,2,8.5,0,4.0
Alaska,2009-03-01,2009,3,8.5,0,4.0
Alaska,2009-04-01,2009,4,7.9,0,4.0
Alaska,2009-05-01,2009,5,7.8,1,5.0
Alaska,2009-06-01,2009,6,8.0,8,13.0
Alaska,2009-07-01,2009,7,7.2,0,13.0
Alaska,2009-08-01,2009,8,6.8,0,13.0
Alaska,2009-09-01,2009,9,7.3,0,9.0
Alaska,2009-10-01,2009,10,7.8,0,9.0
Alaska,2009-11-01,2009,11,8.0,0,9.0
Alaska,2009-12-01,2009,12,8.2,1,10.0
Alaska,2010-01-01,2010,1,9.2,0,10.0
Alaska,2010-02-01,2010,2,9.5,0,10.0
Alaska,2010-03-01,2010,3,9.3,0,10.0
Alaska,2010-04-01,2010,4,8.4,0,10.0
Alaska,2010-05-01,2010,5,7.9,0,9.0
Alaska,2010-06-01,2010,6,7.8,0,1.0
Alaska,2010-07-01,2010,7,7.1,0,1.0
Alaska,2010-08-01,2010,8,6.8,0,1.0
Alaska,2010-09-01,2010,9,7.0,0,1.0
Alaska,2010-10-01,2010,10,7.3,0,1.0
Alaska,2010-11-01,2010,11,8.0,0,1.0
Alaska,2010-12-01,2010,12,8.2,0,0.0
Alaska,2011-01-01,2011,1,8.8,0,0.0
Alaska,2011-02-01,2011,2,8.7,0,0.0
Alaska,2011-03-01,2011,3,8.4,0,0.0
Alaska,2011-04-01,2011,4,7.9,0,0.0
Alaska,2011-05-01,2011,5,7.5,1,1.0
Alaska,2011-06-01,2011,6,7.7,3,4.0
Alaska,2011-07-01,2011,7,6.9,0,4.0
Alaska,2011-08-01,2011,8,6.5,0,4.0
Alaska,2011-09-01,2011,9,6.8,0,4.0
Alaska,2011-10-01,2011,10,7.0,0,4.0
Alaska,2011-11-01,2011,11,7.5,0,4.0
Alaska,2011-12-01,2011,12,7.8,5,9.0
Alaska,2012-01-01,2012,1,8.2,0,9.0
Alaska,2012-02-01,2012,2,8.2,1,10.0
Alaska,2012-03-01,2012,3,7.9,0,10.0
Alaska,2012-04-01,2012,4,7.3,0,10.0
Alaska,2012-05-01,2012,5,7.1,0,9.0
Alaska,2012-06-01,2012,6,7.3,0,6.0
Alaska,2012-07-01,2012,7,6.7,0,6.0
Alaska,2012-08-01,2012,8,6.1,0,6.0
Alaska,2012-09-01,2012,9,6.1,0,6.0
Alaska,2012-10-01,2012,10,6.3,0,6.0
Alaska,2012-11-01,2012,11,6.9,5,11.0
Alaska,2012-12-01,2012,12,7.3,0,6.0
Alaska,2013-01-01,2013,1,8.2,0,6.0
Alaska,2013-02-01,2013,2,7.8,0,5.0
Alaska,2013-03-01,2013,3,7.4,0,5.0
Alaska,2013-04-01,2013,4,7.0,0,5.0
Alaska,2013-05-01,2013,5,6.8,0,5.0
Alaska,2013-06-01,2013,6,7.1,5,10.0
Alaska,2013-07-01,2013,7,6.3,0,10.0
Alaska,2013-08-01,2013,8,5.9,0,10.0
Alaska,2013-09-01,2013,9,6.1,0,10.0
Alaska,2013-10-01,2013,10,6.7,0,10.0
Alaska,2013-11-01,2013,11,6.9,0,5.0
Alaska,2013-12-01,2013,12,6.9,0,5.0
Alaska,2014-01-01,2014,1,7.7,5,10.0
Alaska,2014-02-01,2014,2,8.0,0,10.0
Alaska,2014-03-01,2014,3,7.7,0,10.0
Alaska,2014-04-01,2014,4,6.9,0,10.0
Alaska,2014-05-01,2014,5,6.6,0,10.0
Alaska,2014-06-01,2014,6,6.8,0,5.0
Alaska,2014-07-01,2014,7,6.3,0,5.0
Alaska,2014-08-01,2014,8,6.0,0,5.0
Alaska,2014-09-01,2014,9,6.0,0,5.0
Alaska,2014-10-01,2014,10,6.0,0,5.0
Alaska,2014-11-01,2014,11,6.5,0,5.0
Alaska,2014-12-01,2014,12,6.4,0,5.0
Alaska,2015-01-01,2015,1,7.1,0,0.0
Alaska,2015-02-01,2015,2,7.2,0,0.0
Alaska,2015-03-01,2015,3,6.9,0,0.0
Alaska,2015-04-01,2015,4,6.5,0,0.0
Alaska,2015-05-01,2015,5,6.3,0,0.0
Alaska,2015-06-01,2015,6,6.3,2,2.0
Alaska,2015-07-01,2015,7,5.6,0,2.0
Alaska,2015-08-01,2015,8,5.2,0,2.0
Alaska,2015-09-01,2015,9,5.5,0,2.0
Alaska,2015-10-01,2015,10,6.0,1,3.0
Alaska,2015-11-01,2015,11,6.4,0,3.0
Alaska,2015-12-01,2015,12,6.7,0,3.0
Alaska,2016-01-01,2016,1,7.1,0,3.0
Alaska,2016-02-01,2016,2,7.4,1,4.0
Alaska,2016-03-01,2016,3,7.2,0,4.0
Alaska,2016-04-01,2016,4,6.9,0,4.0
Alaska,2016-05-01,2016,5,6.4,0,4.0
Alaska,2016-06-01,2016,6,6.7,0,2.0
Alaska,2016-07-01,2016,7,6.1,0,2.0
Alaska,2016-08-01,2016,8,5.7,0,2.0
Alaska,2016-09-01,2016,9,6.2,0,2.0
Alaska,2016-10-01,2016,10,6.3,0,1.0
Alaska,2016-11-01,2016,11,6.6,0,1.0
Alaska,2016-12-01,2016,12,6.8,0,1.0
Alaska,2017-01-01,2017,1,7.6,0,1.0
Alaska,2017-02-01,2017,2,7.5,0,0.0
Alaska,2017-03-01,2017,3,7.2,0,0.0
Alaska,2017-04-01,2017,4,6.8,0,0.0
Alaska,2017-05-01,2017,5,6.4,0,0.0
Alaska,2017-06-01,2017,6,6.6,0,0.0
Alaska,2017-07-01,2017,7,6.1,0,0.0
Alaska,2017-08-01,2017,8,5.9,0,0.0
Alaska,2017-09-01,2017,9,5.9,0,0.0
Alaska,2017-10-01,2017,10,6.0,0,0.0
Alaska,2017-11-01,2017,11,6.5,0,0.0
Alaska,2017-12-01,2017,12,6.8,1,1.0
Alaska,2018-01-01,2018,1,7.4,0,1.0
Alaska,2018-02-01,2018,2,7.3,0,1.0
Alaska,2018-03-01,2018,3,6.8,0,1.0
Alaska,2018-04-01,2018,4,6.5,0,1.0
Alaska,2018-05-01,2018,5,5.8,0,1.0
Alaska,2018-06-01,2018,6,6.2,1,2.0
Alaska,2018-07-01,2018,7,5.3,0,2.0
Alaska,2018-08-01,2018,8,5.0,0,2.0
Alaska,2018-09-01,2018,9,5.1,1,3.0
Alaska,2018-10-01,2018,10,5.4,0,3.0
Alaska,2018-11-01,2018,11,5.9,3,6.0
Alaska,2018-12-01,2018,12,6.3,0,5.0
Alaska,2019-01-01,2019,1,7.2,3,8.0
Alaska,2019-02-01,2019,2,6.7,0,8.0
Alaska,2019-03-01,2019,3,6.5,0,8.0
Alaska,2019-04-01,2019,4,5.7,0,8.0
Alaska,2019-05-01,2019,5,5.5,0,8.0
Alaska,2019-06-01,2019,6,5.7,1,8.0
Alaska,2019-07-01,2019,7,5.2,0,8.0
Alaska,2019-08-01,2019,8,4.8,2,10.0
Alaska,2019-09-01,2019,9,4.7,0,9.0
Alaska,2019-10-01,2019,10,4.8,0,9.0
Alaska,2019-11-01,2019,11,5.3,0,6.0
Alaska,2019-12-01,2019,12,5.4,0,6.0
Alaska,2020-01-01,2020,1,5.9,0,3.0
Alaska,2020-02-01,2020,2,5.6,0,3.0
Alaska,2020-03-01,2020,3,6.9,37,40.0
Alaska,2020-04-01,2020,4,11.8,84,124.0
Alaska,2020-05-01,2020,5,12.0,0,124.0
Alaska,2020-06-01,2020,6,11.2,0,123.0
Alaska,2020-07-01,2020,7,10.4,0,123.0
Alaska,2020-08-01,2020,8,7.2,0,121.0
Alaska,2020-09-01,2020,9,7.3,0,121.0
Alaska,2020-10-01,2020,10,6.7,0,121.0
Alaska,2020-11-01,2020,11,7.2,0,121.0
Alaska,2020-12-01,2020,12,7.2,0,121.0
Alaska,2021-01-01,2021,1,7.5,0,121.0
Alaska,2021-02-01,2021,2,7.8,5,126.0
Alaska,2021-03-01,2021,3,7.7,0,89.0
Alaska,2021-04-01,2021,4,7.5,0,5.0
Alaska,2021-05-01,2021,5,6.8,0,5.0
Alaska,2021-06-01,2021,6,7.0,0,5.0
Alaska,2021-07-01,2021,7,5.9,0,5.0
Alaska,2021-08-01,2021,8,5.1,0,5.0
Alaska,2021-09-01,2021,9,5.2,0,5.0
Alaska,2021-10-01,2021,10,5.2,0,5.0
Alaska,2021-11-01,2021,11,5.4,0,5.0
Alaska,2021-12-01,2021,12,5.3,0,5.0
Alaska,2022-01-01,2022,1,6.1,1,6.0
Alaska,2022-02-01,2022,2,5.7,0,1.0
Alaska,2022-03-01,2022,3,5.0,4,5.0
Alaska,2022-04-01,2022,4,4.5,0,5.0
Alaska,2022-05-01,2022,5,4.1,0,5.0
Alaska,2022-06-01,2022,6,4.3,2,7.0
Alaska,2022-07-01,2022,7,3.6,1,8.0
Alaska,2022-08-01,2022,8,3.0,3,11.0
Alaska,2022-09-01,2022,9,3.2,5,16.0
Alaska,2022-10-01,2022,10,3.6,0,16.0
Alaska,2022-11-01,2022,11,4.1,0,16.0
Alaska,2022-12-01,2022,12,4.0,0,16.0
Alaska,2023-01-01,2023,1,4.7,0,15.0
Alaska,2023-02-01,2023,2,4.8,0,15.0
Alaska,2023-03-01,2023,3,4.4,0,11.0
Alaska,2023-04-01,2023,4,4.0,0,11.0
Alaska,2023-05-01,2023,5,4.0,0,11.0
Alaska,2023-06-01,2023,6,4.4,0,9.0
Alaska,2023-07-01,2023,7,3.7,0,8.0
Alaska,2023-08-01,2023,8,3.7,11,16.0
Alaska,2023-09-01,2023,9,3.9,0,11.0
Alaska,2023-10-01,2023,10,4.1,0,11.0
Alaska,2023-11-01,2023,11,4.4,0,11.0
Alaska,2023-12-01,2023,12,4.6,0,11.0
Alaska,2024-01-01,2024,1,5.1,0,11.0
Alaska,2024-02-01,2024,2,5.3,0,11.0
Alaska,2024-03-01,2024,3,4.8,2,13.0
Alaska,2024-04-01,2024,4,4.5,3,16.0
Alaska,2024-05-01,2024,5,4.3,0,16.0
Alaska,2024-06-01,2024,6,4.9,0,16.0
Alaska,2024-07-01,2024,7,4.4,0,16.0
Alaska,2024-08-01,2024,8,4.1,0,5.0
Alaska,2024-09-01,2024,9,4.0,0,5.0
Alaska,2024-10-01,2024,10,4.4,1,6.0
Alaska,2024-11-01,2024,11,4.9,1,7.0
Alaska,2024-12-01,2024,12,4.7,0,7.0
Alaska,2025-01-01,2025,1,5.4,4,11.0
Alaska,2025-02-01,2025,2,5.4,0,11.0
Alaska,2025-03-01,2025,3,4.9,0,9.0
Alaska,2025-04-01,2025,4,4.7,0,6.0
Alaska,2025-05-01,2025,5,4.5,0,6.0
Alaska,2025-06-01,2025,6,5.1,2,8.0
Alaska,2025-07-01,2025,7,4.5,2,10.0
Alaska,2025-08-01,2025,8,3.9,0,10.0
Alaska,2025-09-01,2025,9,4.3,0,10.0
Arizona,2006-01-01,2006,1,4.5,0,
Arizona,2006-02-01,2006,2,4.2,0,
Arizona,2006-03-01,2006,3,4.0,0,
Arizona,2006-04-01,2006,4,4.1,0,
Arizona,2006-05-01,2006,5,4.1,0,
Arizona,2006-06-01,2006,6,4.7,4,
Arizona,2006-07-01,2006,7,5.0,0,
Arizona,2006-08-01,2006,8,4.6,0,
Arizona,2006-09-01,2006,9,4.3,11,
Arizona,2006-10-01,2006,10,4.0,0,
Arizona,2006-11-01,2006,11,3.9,0,
Arizona,2006-12-01,2006,12,3.7,0,15.0
Arizona,2007-01-01,2007,1,4.1,0,15.0
Arizona,2007-02-01,2007,2,3.7,0,15.0
Arizona,2007-03-01,2007,3,3.4,0,15.0
Arizona,2007-04-01,2007,4,3.4,0,15.0
Arizona,2007-05-01,2007,5,3.2,0,15.0
Arizona,2007-06-01,2007,6,3.7,0,11.0
Arizona,2007-07-01,2007,7,4.0,0,11.0
Arizona,2007-08-01,2007,8,3.8,0,11.0
Arizona,2007-09-01,2007,9,3.7,0,0.0
Arizona,2007-10-01,2007,10,3.7,0,0.0
Arizona,2007-11-01,2007,11,3.8,0,0.0
Arizona,2007-12-01,2007,12,4.1,0,0.0
Arizona,2008-01-01,2008,1,4.4,0,0.0
Arizona,2008-02-01,2008,2,4.1,0,0.0
Arizona,2008-03-01,2008,3,4.2,0,0.0
Arizona,2008-04-01,2008,4,4.2,0,0.0
Arizona,2008-05-01,2008,5,5.0,0,0.0
Arizona,2008-06-01,2008,6,5.8,1,1.0
Arizona,2008-07-01,2008,7,6.4,0,1.0
Arizona,2008-08-01,2008,8,6.8,0,1.0
Arizona,2008-09-01,2008,9,6.7,0,1.0
Arizona,2008-10-01,2008,10,6.8,0,1.0
Arizona,2008-11-01,2008,11,7.0,0,1.0
Arizona,2008-12-01,2008,12,7.5,0,1.0
Arizona,2009-01-01,2009,1,8.4,0,1.0
Arizona,2009-02-01,2009,2,8.6,0,1.0
Arizona,2009-03-01,2009,3,8.9,0,1.0
Arizona,2009-04-01,2009,4,8.8,0,1.0
Arizona,2009-05-01,2009,5,9.3,1,2.0
Arizona,2009-06-01,2009,6,10.2,0,1.0
Arizona,2009-07-01,2009,7,10.6,0,1.0
Arizona,2009-08-01,2009,8,10.5,1,2.0
Arizona,2009-09-01,2009,9,10.5,0,2.0
Arizona,2009-10-01,2009,10,10.4,1,3.0
